,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.91,0.82,0.99,0.59,0.95,0.76,0.7,0.75,0.72,0.96,0.86,0.93,0.83,0.88,0.9,0.83
galaxium.csv,0.8,0.86,0.98,0.5,0.94,0.8,0.9,0.95,0.86,0.64,0.53,0.88,0.97,0.93,0.0,0.5
hydrate.csv,0.94,0.93,0.6,0.83,0.69,0.53,0.75,0.87,0.94,0.47,0.54,0.92,0.51,0.53,0.69,0.41
ivef-sdk.csv,0.45,0.49,0.63,0.49,0.53,0.61,0.7,0.0,0.48,0.84,0.67,0.53,0.58,0.95,0.48,0.0
jmri.csv,0.54,0.62,0.59,0.68,0.56,0.58,0.55,0.32,0.57,0.64,0.72,0.92,0.59,0.63,0.8,0.7
jython.csv,0.47,0.58,0.48,0.51,0.51,0.56,0.54,0.95,0.51,0.67,0.65,0.42,0.42,0.45,0.48,0.8
kdenlive.csv,0.44,0.44,0.49,0.37,0.61,0.53,0.5,0.26,0.53,0.48,0.4,0.41,0.49,0.52,0.59,0.37
ninject.csv,0.48,0.59,0.98,0.67,0.9,0.0,0.86,0.31,0.75,0.59,0.85,0.75,0.93,0.67,0.8,0.48
ondex.csv,0.5,0.53,0.96,0.67,0.93,0.8,0.86,0.24,0.92,0.94,0.53,0.89,0.97,0.78,0.83,0.42
opentibia.csv,0.4,0.43,0.42,0.46,0.5,0.43,0.6,0.26,0.48,0.37,0.42,0.33,0.39,0.38,0.48,0.4
runuomondains.csv,0.71,0.8,0.97,0.9,0.93,0.67,0.5,0.95,0.64,0.94,0.86,0.75,0.94,0.86,0.92,0.9
somap.csv,0.42,0.44,0.38,0.46,0.4,0.43,0.41,0.26,0.49,0.35,0.43,0.35,0.32,0.43,0.4,0.37
taverna.csv,0.63,0.56,0.98,0.83,0.74,0.8,0.94,0.93,0.91,0.93,0.67,0.83,0.97,0.83,0.75,0.8
tigermud.csv,0.44,0.56,0.4,0.34,0.39,0.61,0.49,0.27,0.52,0.4,0.47,0.31,0.34,0.56,0.43,0.4
unbvision.csv,0.79,0.8,0.85,0.83,0.67,0.83,0.9,0.95,0.71,0.95,0.75,0.92,0.97,0.67,0.87,0.6
x-ray-mule.csv,0.6,0.88,0.99,0.69,0.88,0.75,0.85,0.0,0.53,0.94,0.83,0.83,0.98,0.67,0.59,0.0
