,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.85,0.75,0.54,0.57,0.5,0.1
aime.csv,0.81,0.99,0.28,0.0,0.71,0.03
badtrinitycore.csv,0.0,0.04,0.46,0.81,0.64,0.4
electric-core.csv,0.92,0.79,0.65,0.64,0.79,0.57
geochat.csv,0.62,0.99,0.72,0.17,0.79,0.5
olsrd.csv,1.0,0.75,0.55,0.66,0.57,0.63
