,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.65,0.49,0.45,0.18,0.11,0.17,0.31,0.91,0.08,0.31,0.14,0.39,0.48,0.67,0.76,0.88,0.02,0.57
archive-crawler.csv,0.82,0.84,0.45,0.27,0.27,0.29,0.47,0.87,0.05,0.5,0.18,0.38,0.65,0.43,0.9,0.94,0.01,0.62
customwars.csv,0.84,0.6,0.53,0.13,0.32,0.24,0.51,0.81,0.19,0.5,0.22,0.3,0.64,0.32,0.78,1.0,0.1,0.73
gbif-providertoolkit.csv,0.55,0.47,0.45,0.13,0.15,0.32,0.17,0.75,0.12,0.32,0.17,0.25,0.4,0.5,0.54,0.8,0.15,0.52
gss.csv,0.81,0.58,0.52,0.11,0.3,0.18,0.53,0.8,0.09,0.48,0.15,0.31,0.64,0.4,0.81,1.0,0.12,0.88
heekscad.csv,0.84,0.71,0.44,0.17,0.2,0.23,0.51,0.72,0.14,0.43,0.15,0.38,0.61,0.41,0.9,0.9,0.05,0.93
ikvm.csv,0.53,0.46,0.77,0.14,0.08,0.16,0.29,0.63,0.1,0.32,0.13,0.27,0.37,0.35,0.42,0.8,0.13,0.57
jaxen.csv,0.59,0.45,0.58,0.13,0.09,0.21,0.29,0.72,0.38,0.34,0.16,0.26,0.36,0.42,0.55,0.8,0.09,0.59
jcae.csv,0.77,0.93,0.58,0.35,0.24,0.38,0.44,1.0,0.19,0.62,0.22,0.41,1.0,0.5,1.0,0.89,0.08,0.62
levent.csv,0.65,0.47,0.5,0.2,0.15,0.22,0.45,0.81,0.15,0.35,0.15,0.33,0.41,0.53,0.81,0.82,0.02,0.56
nicepress.csv,0.65,0.52,0.31,0.1,0.2,0.26,0.37,0.68,0.1,0.62,0.15,0.34,0.43,0.42,0.58,0.89,0.08,0.47
pnotepad.csv,0.86,0.49,0.4,0.1,0.2,0.16,0.41,0.72,0.07,0.38,0.16,0.33,0.47,0.38,0.72,1.0,0.08,0.71
qcad2.csv,0.83,0.78,0.5,0.23,0.17,0.29,0.53,0.78,0.12,0.48,0.18,0.4,0.47,0.45,0.77,0.94,0.01,0.63
qedo.csv,0.32,0.29,0.33,0.07,0.07,0.15,0.07,0.39,0.04,0.17,0.17,0.25,0.15,0.0,0.23,0.79,0.23,0.73
quarkplusplus.csv,0.9,0.62,0.38,0.13,0.13,0.3,0.38,0.79,0.05,0.44,0.17,0.44,0.58,0.52,0.77,0.87,0.04,0.79
sigil.csv,0.84,0.63,0.56,0.32,0.29,0.29,0.56,0.88,0.1,0.45,0.18,0.46,0.5,0.59,0.84,0.93,0.03,0.67
xcsoar.csv,0.81,0.7,0.59,0.17,0.19,0.3,0.43,0.77,0.12,0.5,0.18,0.32,0.52,0.38,0.71,1.0,0.04,0.62
xuggle.csv,0.7,0.5,0.62,0.1,0.3,0.21,0.38,0.72,0.18,0.47,0.14,0.32,0.45,0.35,0.78,0.94,0.11,0.62
