,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.53,0.23,0.22,0.79,0.38,0.0,0.81,0.68,0.73,0.37,0.33,0.52,0.5,0.0,0.6,0.43,0.54
codepurge.csv,0.48,0.0,0.35,0.41,0.44,0.05,0.43,0.5,0.6,0.49,0.46,0.48,0.51,0.0,0.77,0.3,0.41
crisscross.csv,0.5,0.37,0.52,0.83,0.6,0.03,0.8,0.94,0.74,0.42,0.29,0.64,0.48,0.02,0.79,0.41,0.49
elvishrayrenderer.csv,0.35,0.13,0.19,0.48,0.48,0.0,0.25,0.42,0.61,0.44,0.09,0.25,0.69,0.0,0.75,0.09,0.28
gisgraphy.csv,0.22,0.0,0.13,0.18,0.02,0.0,0.21,0.06,0.0,0.45,0.17,0.11,0.16,0.25,0.06,0.44,0.69
ivataopenportal.csv,0.53,0.37,0.35,0.88,0.72,0.0,0.82,0.87,0.75,0.44,0.25,0.63,0.5,0.02,0.74,0.37,0.47
lite.csv,0.19,0.13,0.16,0.17,0.37,0.07,0.22,0.19,0.41,0.59,0.06,0.55,0.37,0.0,0.37,0.34,0.14
mb-unit.csv,0.53,0.0,0.28,0.79,0.68,0.04,0.87,0.91,0.86,0.39,0.2,0.62,0.47,0.02,0.79,0.34,0.4
nova.csv,0.45,0.67,0.29,0.58,0.39,0.04,0.54,0.68,0.48,0.24,0.17,0.54,0.46,0.02,0.62,0.41,0.33
olex2.csv,0.45,0.39,0.33,0.73,0.62,0.0,0.58,0.1,0.7,0.24,0.15,0.74,0.29,0.02,0.36,0.32,0.16
openwbem.csv,0.56,0.38,0.33,0.64,0.53,0.07,0.53,0.63,0.61,0.29,0.18,0.58,0.29,0.02,0.66,0.54,0.45
stajistics.csv,0.45,0.2,0.28,0.54,0.53,0.04,0.66,0.95,0.74,0.49,0.28,0.41,0.57,0.02,0.74,0.28,0.41
uwom.csv,0.52,0.0,0.09,0.64,0.45,0.04,0.55,0.74,0.65,0.44,0.0,0.06,0.5,0.02,0.75,0.62,0.51
xcmetadataservicestoolkit.csv,0.37,0.33,0.27,0.64,0.6,0.04,0.68,0.63,0.84,0.17,0.25,0.57,0.22,0.02,0.66,0.11,0.26
