,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.22,0.0,0.21,0.1,0.11,0.3
nsis.csv,0.79,0.0,0.62,0.88,0.53,0.7
papertoolkit.csv,0.23,0.29,0.4,0.17,0.16,0.41
plearn.csv,0.32,0.57,0.09,0.32,0.37,0.49
qdvdauthor.csv,0.74,0.57,0.17,0.03,0.32,0.23
tango-cs.csv,0.68,1.0,0.54,0.9,0.79,0.38
