,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.78,0.74,0.72,0.78,0.48,0.51,0.95,0.86,0.83,0.77,0.88,0.86,0.81,0.87,0.92,1.0,0.57,0.72
autofac.csv,0.74,0.82,0.94,0.28,0.76,0.71,0.53,0.79,0.86,0.56,0.91,0.65,0.61,0.59,0.59,0.71,0.51,0.44
azureus.csv,1.02,1.01,0.71,0.97,0.76,0.93,1.0,1.0,0.72,1.0,0.95,0.33,0.58,1.04,1.01,0.8,0.8,0.95
dsworkbench.csv,0.79,0.47,0.31,0.84,0.87,0.81,0.88,0.83,0.77,0.88,0.9,0.81,0.71,0.71,0.82,0.82,0.78,0.91
forester-atv.csv,1.03,0.32,0.8,0.68,0.95,0.74,0.57,0.92,0.67,0.53,0.59,0.86,1.0,0.57,0.71,0.9,0.73,0.92
freelords.csv,1.01,0.6,0.54,0.73,0.79,0.56,0.41,0.63,0.75,0.64,0.52,0.9,0.74,0.61,0.75,0.65,0.81,0.65
gabel.csv,0.97,0.64,0.71,0.53,0.65,0.79,0.48,0.79,0.71,0.31,0.7,0.76,0.55,0.74,0.83,0.83,0.61,0.82
gephex.csv,0.76,0.89,1.0,0.95,0.89,0.55,0.68,0.81,0.64,0.86,0.87,0.75,0.63,0.95,0.89,0.42,0.6,0.83
google-collections.csv,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.96,0.92,1.0,1.0,1.0,1.0,0.97
javaprofiler.csv,0.44,0.89,0.82,0.55,0.63,0.55,0.67,0.9,0.55,0.75,0.95,0.75,0.6,0.55,0.55,0.71,0.6,0.3
jpaul.csv,0.75,0.52,0.89,0.75,1.0,0.92,0.29,0.81,0.67,0.46,0.85,0.74,0.61,0.62,0.66,1.0,0.79,0.5
mycila.csv,1.0,0.74,1.0,0.94,1.0,0.73,0.84,0.8,0.99,0.85,0.36,0.56,0.78,0.78,0.94,0.91,0.73,0.81
neodatis-odb.csv,1.15,0.82,0.82,0.69,0.81,0.87,0.98,0.38,0.66,1.02,0.7,0.71,0.63,0.87,0.94,0.7,0.53,0.54
octet.csv,0.74,0.76,0.78,0.71,0.69,0.85,0.93,0.74,0.86,0.81,0.79,0.71,0.68,0.36,0.88,0.66,0.53,0.82
personalaccess.csv,0.93,0.52,0.51,0.52,0.81,0.75,0.43,0.74,0.62,0.46,0.6,0.63,0.32,0.46,0.71,0.78,0.65,0.74
rcp-company-uibindings.csv,0.34,0.67,0.66,0.64,0.8,0.58,0.49,0.85,0.68,0.5,0.79,0.57,0.6,0.81,0.66,0.72,0.13,0.8
scenemonitor.csv,0.76,0.79,0.53,0.73,0.89,0.54,0.54,0.79,0.37,0.77,0.73,0.58,0.69,0.72,0.77,0.99,0.76,0.88
servicestack.csv,0.95,0.44,0.87,0.63,1.0,0.88,0.94,0.81,0.95,1.0,0.93,0.88,0.8,0.86,0.28,1.0,0.9,0.99
