,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.33,0.12,0.01,0.46,0.38,0.2,0.22,0.0,0.11,0.18,0.27,0.28,0.42,0.44
exordium.csv,0.42,0.55,0.2,0.05,0.0,0.13,0.45,0.15,0.18,0.11,0.23,0.04,0.18,0.12
google-caja.csv,0.75,0.55,0.41,0.66,0.55,0.72,0.71,0.0,0.71,0.5,0.38,0.61,0.58,0.53
hydrogen.csv,0.29,0.08,0.2,0.2,0.02,0.11,0.0,0.07,0.09,0.1,0.34,0.16,0.04,0.1
kmess.csv,0.25,0.15,0.27,0.43,0.39,0.33,0.35,0.11,0.16,0.25,0.23,0.61,0.0,0.43
kvs.csv,0.21,0.02,0.43,0.0,0.09,0.24,0.13,0.3,0.1,0.39,0.19,0.42,0.24,0.19
megameknet.csv,0.38,0.1,0.11,0.37,0.05,0.5,0.06,0.3,0.12,0.01,0.45,0.39,0.45,0.08
ns-3-dev-def-routing.csv,0.38,0.22,0.15,0.18,0.12,0.17,0.36,0.07,0.45,0.14,0.27,0.02,0.18,0.14
open-ms.csv,0.67,0.0,0.63,0.24,0.2,0.8,0.45,0.59,0.86,0.92,0.69,0.13,0.53,0.0
openmsx.csv,0.5,0.1,0.46,0.54,0.57,0.54,0.54,0.81,0.25,0.47,0.0,0.63,0.33,0.41
rezilla.csv,0.71,0.0,0.71,0.61,0.48,0.96,0.51,0.59,0.65,0.48,0.77,0.69,0.91,0.65
sauerbraten.csv,0.0,0.55,0.18,0.16,0.25,0.17,0.19,0.19,0.1,0.11,0.18,0.4,0.13,0.25
webdriver.csv,0.62,0.05,0.23,0.2,0.23,0.0,0.47,0.11,0.11,0.27,0.1,0.34,0.36,0.18
yafdotnet.csv,0.58,0.42,0.73,0.89,0.62,0.57,0.54,0.3,0.02,0.6,0.89,0.83,0.82,0.84
