,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.76,0.55,0.99,0.22,0.34,0.65,0.24,1.0,0.61,0.46,0.36,0.5,0.7,0.25
exordium.csv,0.6,0.12,0.52,0.33,1.0,0.7,0.18,0.83,0.51,0.53,0.42,0.79,0.66,0.23
google-caja.csv,0.62,0.35,0.59,0.26,0.34,0.48,0.16,1.0,0.47,0.3,0.45,0.46,0.67,0.23
hydrogen.csv,0.73,0.25,0.59,0.32,0.8,0.71,1.0,0.86,0.7,0.55,0.37,0.51,0.9,0.37
kmess.csv,0.8,0.45,0.57,0.3,0.35,0.57,0.24,0.87,0.6,0.39,0.42,0.41,1.0,0.25
kvs.csv,0.83,0.67,0.46,1.0,0.55,0.43,0.41,0.8,0.55,0.28,0.44,0.36,0.7,0.28
megameknet.csv,0.64,0.5,0.31,0.22,0.5,0.41,0.14,0.79,0.62,0.97,0.41,0.26,0.49,0.31
ns-3-dev-def-routing.csv,0.55,0.31,0.67,0.22,0.56,0.61,0.23,0.83,0.33,0.35,0.49,0.98,0.77,0.35
open-ms.csv,0.62,1.0,0.5,0.22,0.31,0.41,0.1,0.74,0.39,0.19,0.32,0.52,0.65,0.99
openmsx.csv,0.61,0.43,0.5,0.2,0.32,0.51,0.17,0.65,0.46,0.22,1.0,0.46,0.75,0.26
rezilla.csv,0.66,1.0,0.52,0.25,0.29,0.39,0.16,0.81,0.45,0.22,0.39,0.39,0.62,0.24
sauerbraten.csv,1.0,0.31,0.59,0.14,0.36,0.67,0.21,0.72,0.61,0.56,0.5,0.39,0.81,0.23
webdriver.csv,0.69,0.6,0.55,0.29,0.54,1.0,0.22,0.85,0.59,0.3,0.57,0.49,0.71,0.38
yafdotnet.csv,0.63,0.39,0.52,0.21,0.29,0.46,0.21,0.84,0.98,0.24,0.37,0.39,0.64,0.21
