,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.65,0.37,0.96,0.51,0.59,0.48,0.48,0.28,0.27,0.56,0.26,0.48,0.57,0.57
exordium.csv,0.41,0.18,0.26,0.12,1.0,0.41,0.6,0.28,0.3,0.48,0.29,0.27,0.24,0.16
google-caja.csv,0.53,0.58,0.61,0.68,0.72,0.58,0.63,0.99,0.62,0.66,0.48,0.66,0.62,0.59
hydrogen.csv,0.52,0.06,0.33,0.39,0.25,0.38,0.9,0.18,0.34,0.47,0.33,0.3,0.24,0.26
kmess.csv,0.64,0.3,0.41,0.67,0.63,0.55,0.68,0.3,0.38,0.58,0.29,0.58,0.98,0.56
kvs.csv,0.67,0.13,0.41,0.96,0.37,0.26,0.6,0.45,0.2,0.55,0.26,0.4,0.37,0.32
megameknet.csv,0.44,0.25,0.06,0.43,0.19,0.43,0.07,0.42,0.31,0.9,0.47,0.25,0.29,0.18
ns-3-dev-def-routing.csv,0.31,0.25,0.34,0.24,0.52,0.35,0.68,0.16,0.34,0.3,0.41,0.98,0.42,0.34
open-ms.csv,0.56,0.13,0.56,0.29,0.3,0.46,0.34,0.54,0.4,0.28,0.43,0.25,0.55,0.94
openmsx.csv,0.49,0.19,0.49,0.49,0.68,0.61,0.63,0.39,0.33,0.46,0.98,0.67,0.59,0.57
rezilla.csv,0.61,1.0,0.6,0.63,0.57,0.16,0.59,0.72,0.6,0.49,0.5,0.55,0.32,0.64
sauerbraten.csv,0.96,0.51,0.32,0.12,0.46,0.45,0.35,0.2,0.25,0.51,0.3,0.42,0.37,0.33
webdriver.csv,0.68,0.19,0.33,0.34,0.79,0.97,0.73,0.26,0.25,0.43,0.21,0.53,0.56,0.48
yafdotnet.csv,0.57,0.58,0.58,0.37,0.62,0.54,0.74,0.56,0.96,0.59,0.35,0.47,0.49,0.47
