,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.48,0.51,0.18,0.76,0.64,0.28
arsenal-1.csv,0.4,0.16,0.7,0.06,0.1,0.6
barracudamvc.csv,0.73,0.45,0.13,0.13,0.09,0.4
mevenide.csv,0.53,0.41,0.34,0.06,0.19,0.74
mumble.csv,0.62,0.4,0.47,0.21,0.81,0.27
openintents.csv,0.37,0.67,0.49,0.48,0.29,0.49
