,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.62,0.75,0.33,0.2,0.64,0.54
empyrean.csv,0.76,0.0,0.0,0.0,0.0,0.33
impala.csv,0.56,0.38,0.1,0.34,0.51,0.49
multitude.csv,0.71,0.64,0.42,0.21,0.68,0.54
nutz.csv,0.61,0.46,0.65,0.16,0.59,0.43
pi-qmc.csv,0.55,0.53,0.49,0.18,0.54,0.68
