,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.55,0.33,0.72,0.68,0.52,0.49
empyrean.csv,0.38,1.0,1.0,1.0,1.0,0.77
impala.csv,0.65,0.84,0.96,0.5,0.64,0.52
multitude.csv,0.82,0.7,0.89,0.96,0.45,0.63
nutz.csv,0.85,0.87,0.31,0.78,0.94,0.93
pi-qmc.csv,0.72,0.62,0.5,0.79,0.69,0.3
