,nsis.csv,arsenal-1.csv,jbpm.csv,neodatis-odb.csv,mediate.csv,aztec.csv,mycila.csv,rodin-b-sharp.csv
arsenal-1.csv,0.97,0.44,0.68,0.73,0.85,0.76,0.83,0.77
aztec.csv,0.86,0.62,0.79,0.73,0.71,0.24,0.9,0.99
jbpm.csv,1.01,0.49,0.27,0.89,1.0,1.0,0.9,0.98
mediate.csv,0.83,0.78,0.51,0.66,0.52,0.97,0.58,0.92
mycila.csv,0.86,0.92,1.01,0.82,0.56,0.97,0.37,0.52
neodatis-odb.csv,0.78,0.89,0.82,0.42,0.64,1.0,0.62,0.93
nsis.csv,0.29,0.82,0.72,0.52,0.78,1.12,0.79,0.6
rodin-b-sharp.csv,0.7,1.0,0.9,1.0,0.88,0.96,0.9,0.22
