,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.65,0.56,0.19,0.56,1.0,0.76
l2j.csv,0.65,0.47,0.32,0.51,0.38,0.99
mule.csv,1.0,0.52,0.21,0.42,0.32,0.85
springside.csv,0.65,1.0,0.41,0.61,0.38,0.83
swtfox.csv,0.59,0.21,1.0,0.25,0.22,0.63
twostep.csv,0.61,0.37,0.41,1.0,0.41,0.73
