,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.29,0.24,0.14,0.23,0.96,0.09
l2j.csv,0.62,0.59,0.46,0.77,0.69,1.0
mule.csv,1.0,0.26,0.18,0.57,0.48,0.3
springside.csv,0.61,0.98,0.5,0.73,0.63,0.5
swtfox.csv,0.18,0.35,0.93,0.18,0.3,0.27
twostep.csv,0.55,0.61,0.55,0.97,0.6,0.54
