,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.71,0.94,0.73,0.89,0.68,0.94
l2j.csv,0.37,0.48,0.38,0.36,0.35,0.44
mule.csv,0.47,0.81,0.68,0.47,0.45,0.68
springside.csv,0.38,0.6,0.5,0.39,0.42,0.5
swtfox.csv,0.97,0.75,0.76,0.94,0.86,0.97
twostep.csv,0.44,0.56,0.52,0.48,0.53,0.47
