,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.28,0.75,0.11,0.36,0.27,0.3,0.35,0.25,0.0,0.08,0.0,0.03,0.14,0.2,0.22
chaperon.csv,0.68,0.47,0.11,0.44,0.32,0.24,0.46,0.0,0.67,0.44,0.04,0.67,0.08,0.12,0.52
co-ode-owl-plugins.csv,0.48,0.56,0.7,0.36,0.75,0.55,0.5,0.11,0.07,0.32,0.03,0.62,0.12,0.34,0.0
e-bio-flow.csv,0.25,0.56,0.08,0.48,0.44,0.63,0.38,0.2,0.0,0.15,0.06,0.59,0.0,0.33,0.24
free-evolution.csv,0.56,0.61,0.29,0.39,0.82,0.51,0.47,0.05,0.12,0.43,0.02,0.52,0.05,0.44,0.63
jaxlib.csv,0.22,0.32,0.48,0.17,0.83,0.32,0.43,0.57,0.1,0.34,0.05,0.6,0.06,0.4,0.14
jmonkeyengine.csv,0.82,0.26,0.13,0.62,0.67,0.37,0.58,0.2,0.13,0.31,0.0,0.92,0.2,0.3,0.28
jmule.csv,0.48,0.66,0.17,0.45,0.7,0.5,0.56,0.08,0.05,0.38,0.03,0.68,0.12,0.37,0.86
kaffeine.csv,0.91,0.59,0.18,0.43,0.78,0.52,0.55,0.08,0.2,0.47,0.04,0.98,0.14,0.39,0.66
nodal.csv,0.33,0.26,0.1,0.24,0.68,0.43,0.39,0.07,0.13,0.65,0.0,0.52,0.15,0.24,0.51
ogrehg.csv,0.34,0.6,0.33,0.35,0.63,0.44,0.62,0.12,0.0,0.13,0.0,0.7,0.15,0.38,0.22
onotoa.csv,0.25,0.3,0.67,0.16,0.76,0.38,0.46,0.0,0.0,0.29,0.0,0.53,0.17,0.34,0.0
papertoolkit.csv,0.49,0.37,0.26,0.29,0.36,0.34,0.4,0.11,0.0,0.19,0.0,0.37,0.35,0.22,0.42
