,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.16,0.82,0.11,0.28,0.16,0.23,0.24,0.5,0.0,0.04,0.0,0.02,0.33,0.15,0.12
chaperon.csv,0.53,0.45,0.28,0.67,0.19,0.2,0.5,0.0,1.0,0.48,1.0,0.51,0.33,0.12,0.58
co-ode-owl-plugins.csv,0.33,0.86,0.72,0.5,0.68,0.87,0.67,1.0,0.25,0.26,1.0,0.45,0.33,0.42,0.0
e-bio-flow.csv,0.14,0.68,0.06,0.44,0.3,0.67,0.28,0.5,0.0,0.13,1.0,0.42,0.0,0.27,0.17
free-evolution.csv,0.39,0.91,0.94,0.67,0.82,0.83,0.5,0.5,0.5,0.91,1.0,0.35,0.33,0.61,0.79
jaxlib.csv,0.12,0.27,0.72,0.11,0.81,0.3,0.33,1.0,0.5,0.61,1.0,0.43,0.33,0.52,0.08
jmonkeyengine.csv,0.8,0.23,0.22,0.67,0.55,0.47,0.79,0.5,0.5,0.39,0.0,0.86,1.0,0.67,0.25
jmule.csv,0.33,0.91,0.44,0.94,0.64,0.63,0.71,1.0,0.25,0.61,1.0,0.52,0.67,0.52,0.88
kaffeine.csv,0.86,0.73,0.39,0.72,0.77,0.73,0.81,1.0,0.75,0.87,1.0,0.95,1.0,0.7,0.79
nodal.csv,0.2,0.18,0.11,0.28,0.58,0.43,0.38,0.5,0.25,0.65,0.0,0.35,0.33,0.21,0.38
ogrehg.csv,0.2,0.68,0.5,0.39,0.5,0.57,0.64,1.0,0.0,0.09,0.0,0.55,0.33,0.36,0.12
onotoa.csv,0.14,0.27,0.67,0.11,0.68,0.47,0.57,0.0,0.0,0.22,0.0,0.36,0.33,0.36,0.0
papertoolkit.csv,0.33,0.32,0.39,0.22,0.23,0.37,0.34,1.0,0.0,0.13,0.0,0.23,1.0,0.15,0.38
