,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.84,0.32,0.91,0.73,0.86,0.79,0.76,0.51,1.0,0.96,1.01,0.98,0.69,0.85,0.88
chaperon.csv,0.48,0.65,1.0,0.6,0.81,0.85,0.66,1.18,0.08,0.58,0.43,0.49,0.75,0.93,0.69
co-ode-owl-plugins.csv,0.68,0.88,0.29,0.68,0.65,0.76,0.73,0.69,0.88,0.75,0.65,0.55,0.7,0.67,1.0
e-bio-flow.csv,0.86,0.63,0.95,0.57,0.77,0.42,0.73,0.52,1.1,0.89,0.28,0.58,1.01,0.74,0.85
free-evolution.csv,0.61,0.78,0.9,0.7,0.83,0.84,0.64,0.9,0.74,0.86,0.72,0.65,0.92,0.53,0.62
jaxlib.csv,0.88,0.8,0.37,0.89,0.71,0.78,0.68,0.06,0.88,0.83,0.33,0.57,0.83,0.58,0.92
jmonkeyengine.csv,0.67,0.86,0.89,0.38,0.62,0.8,0.64,0.52,0.72,0.74,1.06,1.01,0.4,0.9,0.87
jmule.csv,0.7,0.62,0.91,0.82,0.89,0.64,0.6,0.96,1.03,0.69,0.53,0.48,0.57,0.62,0.19
kaffeine.csv,0.17,0.58,0.85,0.64,0.97,0.67,0.74,0.94,0.54,0.69,0.44,0.05,0.6,0.65,0.56
nodal.csv,0.8,0.83,0.92,0.82,0.7,0.65,0.72,0.72,0.78,0.37,1.02,0.65,0.68,0.81,0.63
ogrehg.csv,0.8,0.53,0.59,0.68,0.66,0.72,0.45,0.6,1.01,0.92,1.08,1.1,0.68,0.66,0.88
onotoa.csv,0.86,0.82,0.34,0.89,0.54,0.77,0.73,1.03,1.06,0.79,1.02,0.64,0.68,0.68,1.0
papertoolkit.csv,0.67,0.74,0.68,0.79,0.79,0.78,0.7,0.65,1.01,0.87,1.13,0.77,0.18,0.85,0.71
