,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.77,0.81,0.78,0.52,0.64,0.62,0.96,0.39,0.72,0.81,0.77,0.62,0.14,0.41,0.77,0.78,0.55
bwapi.csv,0.68,0.91,0.97,0.98,0.81,0.97,0.79,1.11,0.81,0.58,1.0,0.9,1.0,0.92,0.64,0.03,0.91
co-ode-owl-plugins.csv,0.53,1.0,0.48,0.39,0.64,0.62,0.76,0.06,0.45,0.99,0.92,0.56,0.73,0.99,0.51,1.0,0.27
firebreath.csv,0.64,0.91,0.56,0.73,0.59,0.05,0.83,1.05,0.87,0.64,0.92,1.0,0.93,0.9,0.53,0.56,0.78
frogatto.csv,0.47,0.67,0.65,0.52,0.5,0.72,0.68,0.78,0.76,0.56,0.78,0.63,0.73,0.63,0.03,0.83,0.42
gretl.csv,0.72,0.85,0.74,0.91,0.98,0.83,0.74,0.92,0.8,0.84,0.8,0.01,0.9,0.9,0.73,0.85,0.85
jasperreports.csv,0.96,1.0,1.0,0.93,1.0,0.89,1.0,0.61,0.89,0.79,1.0,0.99,0.98,0.04,0.97,0.98,1.0
konversation.csv,0.8,0.92,0.08,0.73,0.76,0.97,0.86,0.89,0.63,0.76,1.01,0.79,0.65,0.74,0.8,0.91,0.47
linuxsh.csv,0.86,0.09,0.62,0.79,0.86,0.71,0.95,0.84,0.6,0.62,0.59,0.85,0.7,0.45,0.73,0.77,1.14
moviesandbox.csv,0.71,0.56,0.49,0.6,0.06,0.73,0.74,0.91,0.59,0.46,0.89,0.8,0.79,0.44,0.52,0.82,0.6
ontomorphtab.csv,0.1,0.56,0.5,0.44,0.51,0.48,0.69,0.79,0.69,0.59,0.75,0.54,0.62,0.52,0.49,0.94,0.61
opengs.csv,0.81,0.86,0.59,0.59,0.55,0.92,0.6,0.89,0.02,0.67,0.88,0.61,0.61,0.42,0.56,0.99,0.57
scite-ru.csv,0.82,0.48,0.61,0.51,0.64,0.65,0.15,0.58,0.74,0.97,0.79,0.51,0.75,1.0,0.52,0.68,0.52
tokratan.csv,0.89,1.01,0.82,0.69,0.65,0.8,0.62,0.99,0.96,0.33,0.67,0.65,0.82,0.63,0.94,0.98,0.74
vrjuggler.csv,0.98,1.01,1.01,0.96,0.85,0.95,0.93,0.79,1.0,0.87,0.19,0.92,0.86,0.92,0.78,0.93,0.6
wxcode.csv,1.0,1.0,0.5,0.91,0.87,0.89,0.73,0.95,1.0,0.93,0.94,0.86,0.87,0.47,0.94,0.95,0.14
xuggle.csv,0.86,0.89,0.55,0.09,0.75,0.77,0.89,0.83,0.76,0.86,1.0,0.86,0.86,0.95,0.9,0.78,0.57
