,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.4,0.64,0.33,0.63,0.66,0.5,0.1,0.83,0.8,0.4,0.31,0.62,0.95,0.88,0.67,0.48,0.71
bwapi.csv,0.86,0.73,1.0,0.93,0.75,0.97,0.9,0.44,0.35,0.87,1.0,0.93,0.98,1.0,0.67,0.98,1.0
co-ode-owl-plugins.csv,0.63,1.0,0.58,0.8,0.89,0.58,0.24,0.94,0.83,1.0,0.12,0.49,0.51,1.0,0.78,1.0,0.86
firebreath.csv,0.71,0.82,0.83,0.67,0.57,0.95,0.81,0.39,0.78,0.8,0.88,0.94,0.97,0.96,0.61,0.6,0.71
frogatto.csv,0.57,0.45,0.92,0.63,0.66,0.92,0.81,0.39,0.28,0.53,0.56,0.74,0.53,1.0,0.97,0.4,0.86
gretl.csv,0.91,0.73,1.0,0.89,0.91,0.73,0.62,1.0,0.87,0.93,0.81,0.99,0.91,1.0,0.97,0.84,0.86
jasperreports.csv,0.69,0.0,0.0,0.07,0.0,0.12,0.0,0.78,0.11,0.47,0.0,0.01,0.02,0.96,0.03,0.02,0.0
konversation.csv,0.2,0.09,0.92,0.28,0.25,0.03,0.19,0.11,0.39,0.27,0.0,0.34,0.44,0.27,0.25,0.09,0.57
linuxsh.csv,0.51,0.91,0.75,0.52,0.89,0.43,0.62,0.22,0.65,0.73,0.81,0.58,0.4,0.69,0.64,0.35,0.0
moviesandbox.csv,0.31,0.55,0.58,0.48,1.0,0.47,0.29,0.11,0.46,0.6,0.12,0.35,0.3,0.62,0.53,0.33,0.43
ontomorphtab.csv,1.0,0.73,0.83,0.63,0.77,0.6,0.38,0.39,0.69,0.67,0.44,0.73,0.75,0.96,0.61,0.26,0.43
opengs.csv,0.2,0.18,0.42,0.43,0.5,0.08,0.52,0.11,0.98,0.4,0.12,0.47,0.44,0.65,0.44,0.02,0.43
scite-ru.csv,0.89,0.64,0.83,0.83,0.89,0.65,0.86,0.78,0.98,1.0,0.5,0.56,0.53,1.0,0.81,0.57,0.86
tokratan.csv,0.11,0.0,0.25,0.35,0.36,0.22,0.43,0.06,0.04,0.67,0.62,0.37,0.24,0.38,0.06,0.02,0.29
vrjuggler.csv,0.17,0.0,0.0,0.04,0.16,0.05,0.14,0.22,0.0,0.13,0.81,0.08,0.14,0.12,0.25,0.07,0.43
wxcode.csv,0.0,0.0,0.5,0.09,0.14,0.12,0.29,0.06,0.0,0.07,0.06,0.14,0.14,0.54,0.06,0.05,0.86
xuggle.csv,0.51,1.0,0.75,0.91,0.7,0.62,0.52,0.67,0.91,0.67,0.0,0.81,0.88,0.62,0.69,0.71,1.0
