,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,4.0,2.0,23.0,11.0,2.0,9.0,9.0,2.0,2.0,36.0,2.0,0.0,1.0,143.0,2.0,0.0,30.0
bwapi.csv,0.0,2.0,21.0,113.0,0.0,3.0,6.0,12.0,1.0,10.0,14.0,2.0,1.0,146.0,1.0,0.0,3.0
co-ode-owl-plugins.csv,3.0,4.0,19.0,13.0,0.0,1.0,0.0,0.0,3.0,22.0,6.0,0.0,0.0,182.0,0.0,1.0,0.0
firebreath.csv,1.0,4.0,11.0,65.0,1.0,0.0,5.0,12.0,8.0,10.0,14.0,2.0,1.0,169.0,0.0,0.0,3.0
frogatto.csv,0.0,9.0,12.0,16.0,1.0,1.0,6.0,2.0,7.0,9.0,2.0,3.0,1.0,73.0,0.0,0.0,11.0
gretl.csv,1.0,12.0,10.0,113.0,2.0,7.0,2.0,8.0,2.0,47.0,9.0,0.0,1.0,168.0,0.0,0.0,38.0
jasperreports.csv,1.0,65.0,101.0,1.0,78.0,0.0,72.0,10.0,0.0,10.0,74.0,0.0,1.0,0.0,0.0,0.0,82.0
konversation.csv,0.0,3.0,0.0,14.0,0.0,0.0,12.0,3.0,2.0,15.0,74.0,2.0,2.0,40.0,2.0,0.0,2.0
linuxsh.csv,0.0,0.0,19.0,83.0,2.0,5.0,7.0,10.0,0.0,17.0,10.0,2.0,0.0,112.0,2.0,0.0,82.0
moviesandbox.csv,0.0,1.0,18.0,41.0,0.0,3.0,3.0,5.0,3.0,4.0,2.0,1.0,1.0,64.0,0.0,2.0,1.0
ontomorphtab.csv,0.0,1.0,12.0,21.0,1.0,2.0,5.0,1.0,2.0,24.0,2.0,1.0,0.0,181.0,3.0,0.0,11.0
opengs.csv,1.0,1.0,7.0,12.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,1.0,0.0,66.0,1.0,0.0,2.0
scite-ru.csv,1.0,1.0,19.0,45.0,0.0,1.0,0.0,8.0,2.0,21.0,14.0,0.0,0.0,182.0,0.0,1.0,0.0
tokratan.csv,0.0,65.0,13.0,37.0,0.0,2.0,1.0,6.0,4.0,0.0,9.0,0.0,0.0,42.0,0.0,0.0,14.0
vrjuggler.csv,0.0,65.0,101.0,21.0,0.0,2.0,11.0,5.0,130.0,3.0,0.0,0.0,0.0,113.0,4.0,0.0,14.0
wxcode.csv,55.0,65.0,2.0,3.0,0.0,5.0,5.0,2.0,130.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
xuggle.csv,1.0,4.0,24.0,0.0,1.0,3.0,13.0,8.0,2.0,22.0,74.0,2.0,1.0,179.0,1.0,0.0,2.0
