,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.48,0.73,0.4,0.36,0.54,0.36,0.31,0.35,0.69,0.54,0.34,0.5,0.13,0.39,0.7,0.58,0.47
bwapi.csv,0.67,0.87,0.97,0.98,0.77,0.97,0.79,0.96,0.48,0.56,1.0,0.9,1.0,0.92,0.55,0.03,0.91
co-ode-owl-plugins.csv,0.38,1.0,0.23,0.33,0.63,0.46,0.0,0.01,0.42,0.99,0.29,0.23,0.55,0.99,0.45,1.0,0.22
firebreath.csv,0.57,0.89,0.53,0.65,0.4,0.02,0.81,0.85,0.84,0.61,0.92,1.0,0.93,0.9,0.36,0.39,0.72
frogatto.csv,0.19,0.38,0.64,0.36,0.37,0.72,0.65,0.49,0.23,0.31,0.64,0.57,0.56,0.63,0.0,0.58,0.39
gretl.csv,0.71,0.8,0.74,0.91,0.97,0.78,0.63,0.92,0.79,0.84,0.78,0.0,0.89,0.9,0.73,0.83,0.84
jasperreports.csv,0.9,0.0,0.01,0.01,0.03,0.06,0.02,0.57,0.01,0.58,0.0,0.0,0.02,0.0,0.0,0.0,0.0
konversation.csv,0.0,0.11,0.0,0.13,0.11,0.02,0.29,0.05,0.16,0.19,0.12,0.43,0.33,0.1,0.27,0.0,0.18
linuxsh.csv,0.71,0.0,0.57,0.62,0.86,0.43,0.87,0.3,0.48,0.56,0.56,0.73,0.36,0.32,0.64,0.42,0.54
moviesandbox.csv,0.19,0.33,0.26,0.29,0.06,0.5,0.21,0.18,0.25,0.22,0.15,0.47,0.36,0.22,0.21,0.47,0.2
ontomorphtab.csv,0.1,0.49,0.47,0.24,0.46,0.26,0.31,0.5,0.61,0.49,0.49,0.47,0.56,0.52,0.3,0.58,0.21
opengs.csv,0.14,0.27,0.09,0.15,0.23,0.03,0.37,0.03,0.0,0.3,0.07,0.3,0.25,0.25,0.09,0.08,0.04
scite-ru.csv,0.81,0.31,0.59,0.48,0.63,0.55,0.06,0.53,0.74,0.97,0.61,0.27,0.58,1.0,0.48,0.53,0.5
tokratan.csv,0.05,0.11,0.33,0.23,0.14,0.16,0.23,0.28,0.05,0.01,0.56,0.17,0.31,0.14,0.0,0.0,0.2
vrjuggler.csv,0.52,0.11,0.12,0.06,0.09,0.08,0.37,0.16,0.03,0.02,0.02,0.0,0.04,0.24,0.21,0.08,0.2
wxcode.csv,0.0,0.04,0.06,0.02,0.06,0.06,0.17,0.03,0.0,0.01,0.02,0.03,0.11,0.1,0.0,0.0,0.0
xuggle.csv,0.71,0.89,0.49,0.01,0.69,0.67,0.75,0.76,0.75,0.79,0.03,0.83,0.85,0.87,0.85,0.72,0.57
