,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.58,0.15,0.1,0.18,0.6,0.46,0.11,0.32,0.45,0.08,0.2,0.86,0.92,0.11,0.51,0.74,0.12
bwapi.csv,0.68,0.14,0.12,0.11,0.55,0.38,0.32,0.08,0.34,0.16,0.21,0.83,0.61,0.06,0.57,0.99,0.09
co-ode-owl-plugins.csv,0.73,0.17,0.25,0.23,0.64,0.44,1.0,0.94,0.58,0.11,0.11,0.91,0.6,0.05,0.65,0.78,0.26
firebreath.csv,0.68,0.16,0.17,0.11,0.64,0.97,0.29,0.08,0.39,0.14,0.21,0.82,0.62,0.06,0.65,0.84,0.08
frogatto.csv,0.83,0.19,0.16,0.18,0.69,0.44,0.33,0.13,0.45,0.17,0.19,0.86,0.6,0.08,1.0,0.7,0.17
gretl.csv,0.68,0.15,0.15,0.11,0.54,0.37,0.28,0.17,0.44,0.12,0.22,1.0,0.62,0.06,0.59,0.78,0.09
jasperreports.csv,0.56,0.0,0.0,0.43,0.0,0.54,0.0,0.21,0.86,0.09,0.0,1.0,0.67,0.93,1.0,1.0,0.0
konversation.csv,1.0,0.14,1.0,0.22,0.73,0.5,0.21,0.29,0.64,0.15,0.0,0.79,0.68,0.12,0.5,1.0,0.22
linuxsh.csv,0.55,1.0,0.15,0.09,0.57,0.39,0.22,0.12,0.49,0.14,0.28,0.79,0.64,0.1,0.52,0.75,0.0
moviesandbox.csv,0.73,0.25,0.23,0.17,0.96,0.37,0.35,0.11,0.57,0.25,0.18,0.78,0.57,0.13,0.73,0.71,0.17
ontomorphtab.csv,0.95,0.23,0.19,0.25,0.68,0.59,0.33,0.13,0.44,0.14,0.19,0.88,0.68,0.09,0.69,0.6,0.16
opengs.csv,0.7,0.12,0.38,0.26,0.73,0.62,0.37,0.4,1.0,0.14,0.33,0.88,0.74,0.13,0.84,0.4,0.5
scite-ru.csv,0.65,0.29,0.16,0.18,0.64,0.42,0.86,0.22,0.48,0.11,0.18,0.91,0.59,0.05,0.64,0.79,0.14
tokratan.csv,0.8,0.0,0.09,0.16,0.76,0.46,0.43,0.04,0.33,0.91,0.23,0.91,0.55,0.13,1.0,1.0,0.12
vrjuggler.csv,0.35,0.0,0.0,0.09,0.7,0.27,0.14,0.21,0.0,0.4,0.93,1.0,0.86,0.03,0.56,0.75,0.17
wxcode.csv,0.0,0.0,0.55,0.33,0.75,0.54,0.4,0.25,0.0,0.5,0.5,0.95,0.67,0.23,1.0,1.0,1.0
xuggle.csv,0.55,0.18,0.17,0.93,0.56,0.37,0.22,0.15,0.46,0.09,0.0,0.82,0.62,0.04,0.47,0.77,0.14
