,recall,precision,pf,wins
alleg.csv,0.63,0.32,0.47,6
bwapi.csv,0.93,0.32,0.9,0
co-ode-owl-plugins.csv,0.8,0.58,0.42,16
firebreath.csv,0.8,0.29,0.72,2
frogatto.csv,0.63,0.33,0.49,5
gretl.csv,0.91,0.28,0.8,1
jasperreports.csv,0.02,0.43,0.01,12
konversation.csv,0.25,0.5,0.12,15
linuxsh.csv,0.62,0.39,0.56,7
moviesandbox.csv,0.46,0.35,0.22,9
ontomorphtab.csv,0.67,0.33,0.47,8
opengs.csv,0.43,0.4,0.14,13
scite-ru.csv,0.83,0.42,0.55,10
tokratan.csv,0.25,0.43,0.16,11
vrjuggler.csv,0.13,0.27,0.09,4
wxcode.csv,0.09,0.5,0.03,14
xuggle.csv,0.7,0.37,0.75,3
