,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.54,0.53,0.65,0.54,0.46,0.63,0.89,0.57,0.41,0.53,0.48,0.37,0.53,0.49,0.45,0.64,0.56
bwapi.csv,0.41,0.43,0.42,0.49,0.42,0.42,0.33,0.39,0.66,0.51,0.36,0.45,0.45,0.44,0.48,0.55,0.41
co-ode-owl-plugins.csv,0.43,0.44,0.64,0.61,0.39,0.56,0.8,0.94,0.49,0.41,0.79,0.47,0.55,0.46,0.49,0.46,0.65
firebreath.csv,0.57,0.48,0.53,0.57,0.44,0.61,0.39,0.44,0.41,0.47,0.4,0.44,0.46,0.49,0.47,0.68,0.48
frogatto.csv,0.46,0.5,0.48,0.57,0.43,0.4,0.37,0.46,0.58,0.54,0.43,0.46,0.45,0.47,0.49,0.54,0.5
gretl.csv,0.45,0.4,0.42,0.52,0.41,0.43,0.39,0.4,0.39,0.41,0.42,0.44,0.46,0.48,0.41,0.5,0.41
jasperreports.csv,0.56,0.0,0.0,0.86,0.0,0.92,0.0,0.64,0.86,0.56,0.0,0.0,0.67,0.96,0.0,0.67,0.0
konversation.csv,0.86,0.86,0.91,0.85,0.67,0.75,0.95,0.86,0.82,0.96,0.86,0.84,0.75,0.98,0.78,0.91,0.94
linuxsh.csv,0.67,0.9,0.67,0.64,0.43,0.66,0.41,0.88,0.44,0.59,0.52,0.61,0.71,0.56,0.52,0.68,0.66
moviesandbox.csv,0.8,0.67,0.6,0.7,0.48,0.63,0.82,0.84,0.66,0.58,0.91,0.77,0.74,0.63,0.54,0.64,0.94
ontomorphtab.csv,0.43,0.4,0.42,0.52,0.36,0.48,0.54,0.4,0.37,0.48,0.39,0.33,0.34,0.42,0.41,0.45,0.58
opengs.csv,0.7,0.47,0.92,0.68,0.43,0.88,0.47,0.8,0.62,0.6,0.83,0.44,0.43,0.61,0.58,0.8,0.83
scite-ru.csv,0.46,0.62,0.63,0.6,0.41,0.51,0.67,0.63,0.41,0.41,0.59,0.47,0.54,0.46,0.47,0.62,0.59
tokratan.csv,0.8,0.83,0.7,0.84,0.48,0.96,0.52,0.63,0.83,0.91,0.49,0.48,0.58,0.99,0.5,0.67,0.76
vrjuggler.csv,0.94,0.83,0.91,0.96,0.9,0.91,0.68,0.95,0.5,0.8,0.93,0.92,0.93,0.94,0.88,0.92,0.94
wxcode.csv,0.0,0.5,0.91,0.92,0.88,0.92,0.67,0.75,0.0,0.5,0.5,0.95,0.94,0.88,0.5,0.83,0.83
xuggle.csv,0.73,0.48,0.49,0.98,0.4,0.55,0.46,0.49,0.42,0.52,0.5,0.51,0.5,0.53,0.51,0.55,0.54
