,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.42,0.5,0.36,0.63,0.61,0.52,0.12,0.79,0.61,0.41,0.35,0.59,0.93,0.81,0.54,0.47,0.66
bwapi.csv,0.65,0.38,0.13,0.09,0.52,0.13,0.54,0.15,0.37,0.73,0.0,0.35,0.0,0.3,0.61,0.98,0.33
co-ode-owl-plugins.csv,0.63,0.0,0.61,0.77,0.69,0.57,0.28,0.95,0.76,0.05,0.14,0.53,0.5,0.05,0.72,0.0,0.84
firebreath.csv,0.63,0.36,0.72,0.57,0.58,0.96,0.49,0.3,0.44,0.66,0.29,0.0,0.27,0.35,0.62,0.6,0.54
frogatto.csv,0.61,0.48,0.7,0.63,0.65,0.63,0.64,0.41,0.32,0.56,0.5,0.65,0.51,0.75,0.98,0.4,0.79
gretl.csv,0.64,0.48,0.64,0.32,0.13,0.5,0.55,0.3,0.53,0.47,0.53,0.99,0.37,0.36,0.64,0.47,0.46
jasperreports.csv,0.32,0.0,0.0,0.09,0.0,0.15,0.0,0.67,0.13,0.46,0.0,0.01,0.02,0.97,0.04,0.02,0.0
konversation.csv,0.24,0.11,0.93,0.32,0.29,0.04,0.22,0.13,0.44,0.31,0.0,0.37,0.47,0.31,0.29,0.11,0.61
linuxsh.csv,0.44,0.93,0.65,0.48,0.43,0.45,0.35,0.25,0.62,0.64,0.69,0.47,0.43,0.69,0.55,0.38,0.0
moviesandbox.csv,0.35,0.57,0.61,0.51,0.99,0.48,0.33,0.13,0.5,0.63,0.14,0.38,0.34,0.65,0.57,0.36,0.47
ontomorphtab.csv,0.98,0.67,0.75,0.65,0.71,0.62,0.42,0.41,0.6,0.63,0.45,0.68,0.66,0.8,0.63,0.28,0.47
opengs.csv,0.24,0.21,0.47,0.48,0.54,0.1,0.54,0.13,0.98,0.44,0.15,0.5,0.48,0.67,0.49,0.02,0.48
scite-ru.csv,0.51,0.65,0.69,0.74,0.69,0.6,0.87,0.69,0.63,0.13,0.47,0.59,0.5,0.0,0.73,0.55,0.75
tokratan.csv,0.13,0.0,0.29,0.39,0.41,0.26,0.47,0.07,0.05,0.72,0.57,0.42,0.28,0.43,0.07,0.02,0.33
vrjuggler.csv,0.2,0.0,0.0,0.05,0.19,0.06,0.17,0.26,0.0,0.16,0.84,0.1,0.17,0.14,0.29,0.09,0.47
wxcode.csv,0.0,0.0,0.55,0.11,0.17,0.15,0.33,0.07,0.0,0.09,0.07,0.17,0.17,0.59,0.07,0.06,0.88
xuggle.csv,0.44,0.38,0.69,0.92,0.56,0.53,0.43,0.49,0.6,0.47,0.0,0.46,0.45,0.35,0.4,0.54,0.79
