,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.64,0.6,0.63,0.5,0.46,0.46,0.56,0.59,0.44,0.83
firebird.csv,0.53,0.41,1.0,0.69,0.53,0.66,0.89,0.9,0.48,0.95
fmri-dmt.csv,0.83,0.7,0.92,0.71,0.95,0.88,0.79,0.95,0.85,0.26
htmlunit.csv,0.53,0.35,0.65,0.61,0.46,0.45,0.62,0.66,0.49,0.87
monetdb.csv,0.52,0.58,0.23,0.69,0.65,0.6,0.59,0.82,0.4,0.85
ontomorphtab.csv,0.62,0.35,0.93,0.66,0.72,0.6,0.56,0.77,0.69,0.81
smarttag.csv,0.74,0.37,1.1,0.63,0.6,0.65,0.43,0.63,0.73,0.66
taokgame.csv,0.78,0.73,0.1,0.75,0.86,0.92,0.53,0.75,0.72,0.84
webdriver.csv,0.68,0.56,0.7,0.73,0.48,0.55,0.33,0.56,0.57,0.44
xbplayer.csv,0.59,0.4,0.55,0.52,0.39,0.47,0.46,0.67,0.49,0.62
