,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,1.0,0.7,0.41,1.0,0.52,0.69,0.79,0.71,0.47,0.8,1.0,0.75,0.81,0.85,0.74,1.0,0.43,0.91,0.8
dspace-gsoc.csv,0.61,0.96,0.57,0.85,0.56,0.96,0.82,0.39,0.91,0.24,0.86,0.65,0.44,0.75,0.53,0.62,0.86,0.76,0.94
grisbi.csv,1.0,0.76,1.0,1.0,0.6,0.83,0.88,0.83,0.88,0.21,0.86,0.74,0.9,0.83,0.42,0.62,0.88,0.84,0.97
maidsafe-dht.csv,0.51,0.71,0.77,0.87,0.43,0.68,0.77,0.67,0.38,0.34,1.0,0.7,0.73,0.41,0.72,0.93,0.84,0.66,0.65
mesa3d.csv,0.95,0.78,0.92,0.89,0.72,0.74,0.86,0.42,0.75,0.73,0.76,0.62,0.75,0.89,0.43,0.55,1.0,0.9,0.7
n2cms.csv,0.59,0.43,0.63,0.75,0.61,0.98,0.62,0.72,0.64,0.37,0.57,0.69,0.87,0.93,0.62,0.65,0.45,0.81,0.78
nassp.csv,1.0,0.77,0.62,0.96,0.72,0.74,0.82,0.29,0.87,0.73,1.0,0.83,0.89,0.92,0.83,0.64,0.37,0.79,0.66
ninject.csv,0.98,0.77,0.7,0.85,0.78,0.71,1.05,0.77,0.68,0.79,1.0,0.91,0.75,0.91,0.88,0.69,0.15,0.7,0.63
nug.csv,0.92,0.72,0.76,0.77,0.94,0.39,0.99,0.66,0.75,0.96,0.84,0.84,0.74,1.01,0.74,0.76,0.82,0.73,1.0
nuttx.csv,0.81,0.79,0.8,0.53,0.74,0.85,0.7,0.6,1.09,0.79,0.74,0.53,0.83,0.8,0.64,0.83,1.0,0.54,0.7
oorexx.csv,0.72,0.8,0.63,0.89,0.44,0.83,0.69,0.43,1.02,0.62,0.82,0.47,0.9,0.54,0.59,0.77,1.0,0.48,0.84
oppna-program-hsatools.csv,1.0,0.68,1.0,0.87,0.71,0.81,0.89,0.79,0.2,0.38,1.0,0.65,0.71,0.56,0.64,0.91,0.98,0.92,0.97
redshell.csv,0.97,0.82,0.76,0.77,0.74,0.74,0.33,0.87,0.8,1.07,0.78,0.93,0.97,0.76,0.57,0.89,1.01,0.82,0.76
super-tux.csv,0.53,0.73,0.88,1.0,0.69,0.73,0.71,0.62,0.91,1.05,0.97,0.75,1.0,0.73,0.08,0.91,0.82,0.68,0.59
tart.csv,1.0,0.81,0.79,0.97,0.56,0.78,0.88,0.48,0.71,0.79,0.95,0.21,0.93,0.86,0.6,0.93,0.92,0.71,0.84
tcvp.csv,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.02,0.98,0.4,1.0,1.0,1.07,1.0,1.0,1.0,1.0,1.0
vdsf.csv,0.66,0.73,0.98,1.0,0.88,1.03,0.88,0.91,0.79,1.0,0.62,0.73,0.91,0.99,0.82,0.98,1.0,0.89,0.97
web-cat.csv,0.87,0.77,0.63,0.75,0.83,0.92,0.76,0.86,0.88,1.0,1.0,0.71,0.94,1.0,0.42,0.8,0.84,0.71,0.25
zabbix.csv,0.73,0.8,0.6,0.82,0.53,0.88,0.66,0.38,0.66,0.71,0.84,0.46,0.85,0.57,0.46,0.87,0.9,0.62,0.53
