,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.26,0.46,0.53,0.53,0.65,0.48,0.46,0.73,0.52,0.92,0.5,0.62,0.33,0.92,0.67,0.45,0.73,0.89,0.31
dspace-gsoc.csv,0.41,0.41,0.39,0.56,0.41,0.3,0.43,0.53,0.42,0.29,0.36,0.36,0.39,0.39,0.46,0.49,0.78,0.75,0.33
grisbi.csv,0.26,0.42,0.44,0.53,0.43,0.35,0.46,0.36,0.43,0.29,0.35,0.37,0.31,0.35,0.45,0.4,0.43,0.37,0.31
maidsafe-dht.csv,0.61,0.73,0.48,0.71,0.61,0.38,0.55,0.55,0.46,0.28,0.5,0.5,0.35,0.57,0.63,0.46,0.73,0.5,0.32
mesa3d.csv,0.98,0.59,0.75,0.96,0.47,0.63,0.48,0.43,0.48,0.76,0.34,0.45,0.71,0.54,0.44,0.49,0.0,0.86,0.5
n2cms.csv,0.44,0.51,0.42,0.69,0.36,0.34,0.46,0.36,0.52,0.28,0.61,0.38,0.37,0.33,0.41,0.46,0.43,0.37,0.29
nassp.csv,0.0,0.84,0.46,0.82,0.89,0.47,0.52,0.48,0.94,0.67,0.0,0.71,0.8,0.8,0.6,0.43,0.52,0.73,0.5
ninject.csv,0.99,0.6,0.62,0.8,0.55,0.52,0.95,0.5,0.62,0.74,0.0,0.57,0.48,0.46,0.91,0.67,0.69,0.44,0.31
nug.csv,0.98,0.56,0.92,0.9,0.89,0.62,0.5,0.62,0.73,0.75,0.92,0.84,0.6,0.91,0.93,0.73,0.58,0.73,0.0
nuttx.csv,0.77,0.93,0.94,0.71,0.75,0.38,0.66,0.56,0.97,0.87,0.34,0.44,0.83,0.54,0.49,0.98,0.0,0.57,0.9
oorexx.csv,0.99,0.7,0.4,0.85,0.47,0.36,0.46,0.43,0.74,0.37,0.33,0.4,0.83,0.69,0.43,0.97,0.5,0.39,0.8
oppna-program-hsatools.csv,0.26,0.45,0.44,0.57,0.46,0.32,0.44,0.36,0.44,0.29,0.0,0.41,0.33,0.44,0.52,0.45,0.4,0.37,0.31
redshell.csv,0.29,0.96,0.91,0.57,0.64,0.7,0.58,0.74,0.62,0.75,0.64,0.48,0.5,0.46,0.63,0.87,0.49,0.71,0.41
super-tux.csv,0.43,0.6,0.55,0.61,0.43,0.44,0.56,0.46,0.47,0.47,0.36,0.46,0.31,0.4,0.43,0.49,0.9,0.58,0.42
tart.csv,0.0,0.82,0.56,0.92,0.6,0.5,0.54,0.5,0.52,0.36,0.37,0.71,0.42,0.37,0.53,0.96,0.55,0.6,0.75
tcvp.csv,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.73,0.88,0.0,0.69,0.0,0.0,0.0,0.0,0.0
vdsf.csv,0.99,0.49,0.46,0.67,0.45,0.38,0.49,0.37,0.45,0.35,0.78,0.44,0.33,0.36,0.52,0.47,0.38,0.43,0.33
web-cat.csv,0.73,0.49,0.45,0.68,0.41,0.36,0.49,0.37,0.42,0.35,0.36,0.38,0.37,0.36,0.48,0.9,0.45,0.41,0.58
zabbix.csv,0.99,0.45,0.43,0.73,0.63,0.37,0.45,0.46,0.61,0.5,0.43,0.5,0.4,0.7,0.47,0.5,0.44,0.5,0.62
