,elmo.csv,vapor.csv,nicepress.csv,etherboot.csv,gpac.csv,gebr.csv,libtorrent.csv,modellus.csv,ffigo.csv,mplayer-ce.csv,miranda.csv
elmo.csv,0.0,1.0,104.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0
etherboot.csv,18.0,1.0,15.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0
ffigo.csv,6.0,1.0,6.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0
gebr.csv,7.0,1.0,7.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
gpac.csv,11.0,3.0,4.0,7.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0
libtorrent.csv,5.0,2.0,7.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0
miranda.csv,11.0,1.0,2.0,5.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0
modellus.csv,6.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mplayer-ce.csv,8.0,4.0,23.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0
nicepress.csv,71.0,6.0,0.0,82.0,4.0,1.0,0.0,9.0,0.0,4.0,0.0
vapor.csv,71.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0
