,elmo.csv,vapor.csv,nicepress.csv,etherboot.csv,gpac.csv,gebr.csv,libtorrent.csv,modellus.csv,ffigo.csv,mplayer-ce.csv,miranda.csv
elmo.csv,1.0,0.43,0.0,0.4,0.67,0.66,0.9,0.32,1.0,0.43,0.7
etherboot.csv,0.09,0.24,0.26,1.0,0.5,0.66,0.8,0.38,0.46,0.54,0.55
ffigo.csv,0.08,0.28,0.32,0.35,0.6,0.83,0.88,0.5,1.0,0.46,0.7
gebr.csv,0.08,0.28,0.38,0.25,0.57,0.96,0.87,0.54,0.72,0.47,0.69
gpac.csv,0.12,0.3,0.44,0.23,0.98,0.93,0.92,0.52,0.67,0.47,0.7
libtorrent.csv,0.11,0.3,0.4,0.27,0.54,0.75,0.99,0.6,0.66,0.45,0.71
miranda.csv,0.06,0.24,0.52,0.24,0.53,0.96,0.88,0.67,0.78,0.5,0.98
modellus.csv,0.1,0.32,0.39,0.25,0.57,0.94,0.91,1.0,0.72,0.5,0.68
mplayer-ce.csv,0.08,0.29,0.34,0.22,0.54,0.68,0.81,0.44,0.62,0.99,0.66
nicepress.csv,0.0,0.3,0.95,0.0,0.55,0.93,1.0,0.18,0.56,0.46,0.71
vapor.csv,0.0,1.0,0.44,0.86,0.69,0.96,1.0,0.4,0.89,0.52,0.8
