,elmo.csv,vapor.csv,nicepress.csv,etherboot.csv,gpac.csv,gebr.csv,libtorrent.csv,modellus.csv,ffigo.csv,mplayer-ce.csv,miranda.csv
elmo.csv,0.8,0.12,0.0,0.18,0.14,0.28,0.09,0.07,0.07,0.15,0.06
etherboot.csv,0.6,0.36,0.31,0.86,0.11,0.28,0.4,0.17,0.22,0.17,0.19
ffigo.csv,0.4,0.32,0.64,0.5,0.73,0.55,0.51,0.58,1.0,0.95,0.7
gebr.csv,1.0,0.84,0.89,0.64,0.75,0.94,0.85,0.93,0.84,0.91,0.92
gpac.csv,0.4,0.4,0.42,0.32,0.96,0.27,0.36,0.45,0.37,0.55,0.43
libtorrent.csv,0.8,0.88,0.89,0.73,0.88,0.93,0.99,0.87,0.86,0.97,0.9
miranda.csv,0.2,0.44,0.64,0.41,0.64,0.47,0.78,0.36,0.57,0.69,0.99
modellus.csv,0.6,0.32,0.31,0.68,0.45,0.3,0.41,0.99,0.3,0.37,0.72
mplayer-ce.csv,1.0,0.88,0.78,0.68,0.79,0.8,0.79,0.62,0.8,0.98,0.78
nicepress.csv,0.0,0.28,1.0,0.0,0.32,0.27,0.18,0.02,0.07,0.38,0.35
vapor.csv,0.0,0.92,0.19,0.27,0.2,0.28,0.21,0.27,0.11,0.24,0.37
