,elmo.csv,vapor.csv,nicepress.csv,etherboot.csv,gpac.csv,gebr.csv,libtorrent.csv,modellus.csv,ffigo.csv,mplayer-ce.csv,miranda.csv
elmo.csv,0.83,0.15,0.0,0.21,0.17,0.32,0.11,0.09,0.09,0.18,0.07
etherboot.csv,0.59,0.39,0.34,0.88,0.13,0.32,0.41,0.2,0.25,0.2,0.22
ffigo.csv,0.43,0.36,0.52,0.53,0.64,0.58,0.53,0.54,1.0,0.24,0.61
gebr.csv,0.43,0.56,0.57,0.53,0.59,0.93,0.65,0.54,0.71,0.43,0.56
gpac.csv,0.44,0.44,0.46,0.35,0.96,0.32,0.41,0.47,0.41,0.54,0.46
libtorrent.csv,0.72,0.62,0.64,0.55,0.37,0.51,0.98,0.71,0.56,0.13,0.63
miranda.csv,0.23,0.45,0.65,0.43,0.53,0.52,0.68,0.41,0.6,0.62,0.99
modellus.csv,0.6,0.36,0.35,0.51,0.47,0.35,0.45,0.99,0.34,0.41,0.59
mplayer-ce.csv,0.36,0.59,0.49,0.4,0.48,0.13,0.0,0.45,0.44,0.98,0.53
nicepress.csv,0.0,0.32,0.99,0.0,0.36,0.32,0.22,0.02,0.09,0.41,0.39
vapor.csv,0.0,0.93,0.23,0.32,0.24,0.33,0.25,0.3,0.13,0.28,0.42
