,wpdev.csv,nova.csv,crisscross.csv,ontomorphtab.csv,abbot.csv,jitterbit.csv,vienna-add-in.csv,jguard.csv,gabel.csv,vrjuggler.csv,mycila.csv,tmva.csv
abbot.csv,0.68,0.69,0.6,0.75,0.07,0.71,0.87,0.71,0.57,0.94,0.7,0.74
crisscross.csv,0.64,0.7,0.1,0.61,0.92,0.73,0.77,0.8,0.54,0.72,0.73,0.74
gabel.csv,1.02,0.85,1.0,0.89,1.0,0.89,0.93,0.97,0.12,1.0,0.93,0.95
jguard.csv,0.6,1.0,0.63,0.51,0.79,0.72,0.76,0.0,0.63,0.98,0.65,0.46
jitterbit.csv,0.51,0.93,0.53,0.8,0.8,0.04,0.77,0.86,0.51,0.98,0.77,0.67
mycila.csv,1.09,0.79,0.92,0.78,0.95,0.91,0.75,0.62,0.77,0.93,0.2,0.85
nova.csv,1.1,0.08,0.54,0.6,0.56,0.6,0.62,0.66,0.57,0.98,0.54,0.63
ontomorphtab.csv,0.25,0.56,0.56,0.11,0.92,0.74,0.89,0.8,0.45,0.83,0.7,0.57
tmva.csv,0.67,0.93,0.55,0.61,0.76,0.62,0.65,0.74,0.76,0.94,0.64,0.04
vienna-add-in.csv,1.0,1.0,0.99,0.67,0.66,0.7,0.02,0.77,0.92,1.0,0.72,0.64
vrjuggler.csv,0.93,0.89,0.95,0.86,0.88,0.73,0.69,0.9,0.88,0.13,0.73,0.94
wpdev.csv,0.0,0.94,0.84,1.0,1.02,1.0,1.0,1.0,1.0,0.98,1.0,1.0
