,wpdev.csv,nova.csv,crisscross.csv,ontomorphtab.csv,abbot.csv,jitterbit.csv,vienna-add-in.csv,jguard.csv,gabel.csv,vrjuggler.csv,mycila.csv,tmva.csv
abbot.csv,0.41,0.8,0.53,0.73,0.42,0.71,0.5,0.65,0.62,0.8,0.58,0.47
crisscross.csv,0.54,0.6,0.89,0.56,0.83,0.68,0.61,0.91,0.61,0.94,0.92,0.83
gabel.csv,0.94,0.5,0.5,0.75,0.0,0.97,0.86,0.0,0.86,0.0,0.91,0.89
jguard.csv,0.47,0.42,0.54,0.42,0.35,0.5,0.43,0.67,0.41,0.36,0.44,0.54
jitterbit.csv,0.47,0.77,0.73,0.88,0.91,0.72,0.61,0.43,0.62,0.88,0.62,0.51
mycila.csv,0.57,0.9,0.95,0.79,0.89,0.99,0.94,0.49,0.94,0.95,0.88,0.97
nova.csv,0.42,0.75,0.7,0.48,0.41,0.53,0.4,0.53,0.47,0.54,0.52,0.54
ontomorphtab.csv,0.38,0.58,0.55,0.45,0.29,0.52,0.37,0.42,0.43,0.44,0.39,0.52
tmva.csv,0.46,0.45,0.59,0.45,0.56,0.46,0.51,0.51,0.54,0.68,0.52,0.53
vienna-add-in.csv,0.4,0.42,0.45,0.56,0.42,0.58,0.53,0.92,0.59,0.36,0.8,0.8
vrjuggler.csv,0.9,0.65,0.67,0.94,0.89,0.96,0.97,0.83,0.92,0.93,0.92,0.93
wpdev.csv,0.39,0.44,0.49,0.44,0.33,0.37,0.4,0.38,0.46,0.36,0.37,0.44
