,wpdev.csv,nova.csv,crisscross.csv,ontomorphtab.csv,abbot.csv,jitterbit.csv,vienna-add-in.csv,jguard.csv,gabel.csv,vrjuggler.csv,mycila.csv,tmva.csv
abbot.csv,0.5,0.02,0.53,0.24,0.06,0.27,0.61,0.23,0.27,0.07,0.36,0.35
crisscross.csv,0.0,0.34,0.0,0.1,0.11,0.29,0.29,0.09,0.21,0.22,0.21,0.13
gabel.csv,0.5,0.0,0.02,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.24,0.02
jguard.csv,0.5,1.0,0.61,0.38,0.78,0.46,0.63,0.0,0.63,0.98,0.62,0.4
jitterbit.csv,0.0,0.52,0.41,0.05,0.11,0.0,0.32,0.5,0.35,0.27,0.31,0.17
mycila.csv,1.0,0.16,0.17,0.38,0.28,0.14,0.2,0.41,0.15,0.32,0.0,0.08
nova.csv,1.0,0.0,0.13,0.38,0.44,0.37,0.46,0.34,0.55,0.44,0.36,0.27
ontomorphtab.csv,0.0,0.14,0.21,0.0,0.89,0.44,0.85,0.77,0.43,0.36,0.69,0.27
tmva.csv,0.5,0.93,0.44,0.57,0.44,0.55,0.61,0.62,0.75,0.56,0.5,0.03
vienna-add-in.csv,1.0,1.0,0.99,0.24,0.56,0.42,0.0,0.11,0.53,1.0,0.17,0.3
vrjuggler.csv,0.0,0.45,0.02,0.38,0.17,0.21,0.24,0.34,0.12,0.02,0.21,0.05
wpdev.csv,0.0,0.91,0.82,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0
