,wpdev.csv,nova.csv,crisscross.csv,ontomorphtab.csv,abbot.csv,jitterbit.csv,vienna-add-in.csv,jguard.csv,gabel.csv,vrjuggler.csv,mycila.csv,tmva.csv
abbot.csv,0.54,0.31,0.71,0.29,0.95,0.35,0.37,0.33,0.5,0.06,0.4,0.34
crisscross.csv,0.36,0.38,0.9,0.4,0.09,0.33,0.29,0.2,0.5,0.31,0.3,0.27
gabel.csv,0.11,0.15,0.0,0.11,0.0,0.11,0.07,0.03,0.88,0.0,0.1,0.05
jguard.csv,0.66,1.0,0.86,0.66,0.86,0.45,0.58,1.0,1.0,1.0,0.8,0.78
jitterbit.csv,0.49,0.23,0.67,0.2,0.2,0.96,0.3,0.3,0.62,0.06,0.3,0.36
mycila.csv,0.57,0.23,0.1,0.31,0.09,0.1,0.28,0.53,0.25,0.12,0.8,0.15
nova.csv,0.54,0.92,0.48,0.54,0.66,0.53,0.59,0.43,0.88,0.12,0.6,0.43
ontomorphtab.csv,0.75,0.46,0.48,0.89,0.75,0.41,0.75,0.77,0.88,0.25,0.9,0.49
tmva.csv,0.56,0.92,0.67,0.8,0.39,0.72,0.78,0.6,0.88,0.25,0.6,0.98
vienna-add-in.csv,0.99,1.0,1.0,0.37,0.64,0.44,0.98,0.23,0.25,1.0,0.3,0.43
vrjuggler.csv,0.07,0.23,0.05,0.23,0.14,0.3,0.35,0.17,0.12,0.88,0.3,0.07
wpdev.csv,1.0,0.77,0.81,0.97,0.82,0.99,1.0,1.0,1.0,1.0,1.0,1.0
