,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv,factor.csv
factor.csv,1.0,0.9,0.86,0.95,0.87,0.84,0.99,1.0,0.92,1.0,0.09
fceugc.csv,0.96,0.73,0.84,0.05,0.75,0.69,0.74,0.94,0.72,0.88,0.86
flexpay.csv,0.84,0.81,0.11,0.99,0.73,0.83,0.96,0.72,0.74,0.81,0.79
jstock.csv,0.95,0.52,0.81,0.77,0.81,0.82,0.76,0.0,0.89,0.98,0.71
keyczar.csv,0.81,0.66,0.81,0.73,0.91,0.66,0.63,0.72,0.66,0.04,0.77
modellus.csv,0.88,0.55,0.63,0.63,0.62,0.02,0.66,0.77,0.72,0.71,0.96
open-data-kit.csv,0.84,0.65,0.72,0.69,0.69,0.61,0.03,0.54,0.81,0.7,0.66
phet.csv,0.12,0.88,0.76,0.87,1.1,0.94,0.93,0.87,0.78,0.81,0.8
qtractor.csv,0.76,0.04,0.66,0.84,0.62,0.54,0.57,0.62,0.81,0.88,0.75
sumatrapdf.csv,0.9,0.58,0.59,0.57,0.0,0.37,0.54,0.73,0.49,0.8,0.53
synergyspace.csv,0.87,1.0,0.83,0.97,0.8,0.82,0.9,0.94,0.12,0.92,1.0
