,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv,factor.csv
factor.csv,0.0,0.6,0.15,1.0,1.0,0.88,0.22,0.0,0.33,0.0,0.95
fceugc.csv,0.09,0.73,0.2,0.95,0.36,0.84,1.0,0.11,0.31,1.0,0.53
flexpay.csv,0.18,0.47,1.0,0.11,0.5,0.44,0.57,0.24,0.35,0.74,0.6
jstock.csv,0.11,0.82,0.2,0.5,0.86,0.8,0.79,1.0,0.23,1.0,0.92
keyczar.csv,0.19,0.59,0.14,0.33,0.35,0.54,0.69,0.23,0.25,1.0,0.62
modellus.csv,0.16,0.81,0.23,0.67,0.52,1.0,0.82,0.43,0.31,0.78,0.5
open-data-kit.csv,0.17,0.59,0.17,0.34,0.44,0.57,0.99,0.37,0.17,0.88,0.69
phet.csv,1.0,0.47,0.18,0.25,0.17,0.32,0.55,0.22,0.19,0.78,0.61
qtractor.csv,0.21,1.0,0.19,0.31,0.47,0.63,0.77,0.32,0.19,0.86,0.65
sumatrapdf.csv,0.14,0.62,0.22,0.42,1.0,0.76,0.76,0.23,0.32,0.79,0.81
synergyspace.csv,0.24,0.0,0.18,0.12,0.39,0.76,0.53,0.12,1.0,0.8,0.0
