,f1,g,recall,precision,pf,wins
azureus.csv,0.56,0.27,0.935,0.42,0.9299999999999999,9
bzbyte.csv,0.36,0.0,0.8400000000000001,0.28500000000000003,0.69,2
carabiner.csv,0.475,0.48,0.49,0.415,0.39,12
chipster.csv,0.365,0.45999999999999996,0.46499999999999997,0.505,0.345,11
continuum-ide.csv,0.28500000000000003,0.23,0.23,0.5349999999999999,0.18,5
ctrlr.csv,0.245,0.23,0.22,0.33,0.385,1
galaxium.csv,0.505,0.6,0.625,0.44,0.39,18
ingex.csv,0.42500000000000004,0.55,0.625,0.47,0.505,14
itext.csv,0.5,0.5700000000000001,0.75,0.365,0.575,15
jgnash.csv,0.49,0.56,0.595,0.475,0.44,16
jppf-project.csv,0.45999999999999996,0.495,0.735,0.32,0.76,8
jsr308-langtools.csv,0.49,0.6,0.625,0.5,0.405,19
lite.csv,0.33499999999999996,0.3,0.26,0.565,0.165,10
octet.csv,0.485,0.565,0.685,0.405,0.45,17
owfs.csv,0.49,0.545,0.59,0.41000000000000003,0.54,13
sidekar.csv,0.0,0.0,0.0,0.0,0.0,0
stemkit.csv,0.255,0.28500000000000003,0.245,0.39,0.245,3
ta3d.csv,0.385,0.355,0.375,0.435,0.39,7
tigermud.csv,0.395,0.47,0.46,0.32,0.485,6
utgb.csv,0.27,0.3,0.265,0.395,0.20500000000000002,4
