,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.16,0.28,0.29,0.13,0.27,0.2,0.28,0.28,0.29,0.06,0.62,0.12,0.37,0.21,0.34,0.06,0.35,0.32
cornerstone.csv,0.17,0.1,0.04,0.08,0.09,0.09,0.15,0.11,0.01,0.0,0.28,0.18,0.02,0.13,0.0,0.06,0.17,0.29
emeraldemu.csv,0.6,0.3,0.53,0.9,0.09,0.08,0.15,0.22,0.12,0.21,0.68,0.01,0.04,0.0,0.09,0.0,0.28,0.0
grafx2.csv,0.39,0.39,0.41,0.33,0.18,0.39,0.3,0.35,0.33,0.19,0.6,0.49,0.46,0.18,0.66,0.19,0.51,0.26
jahshakafx.csv,0.25,0.29,0.41,0.26,0.18,0.12,0.28,0.38,0.29,0.11,0.51,0.12,0.33,0.13,0.31,0.12,0.31,0.37
kindb.csv,0.34,0.33,0.63,0.41,0.27,0.33,0.48,0.48,0.54,0.15,0.72,0.04,0.43,0.11,0.31,0.12,0.42,0.0
maya-work-in-progress.csv,0.71,0.41,0.45,0.16,0.73,0.56,0.8,0.66,0.8,0.23,0.83,0.77,0.8,0.84,0.69,0.5,0.73,0.87
netatalk.csv,0.33,0.6,0.62,0.95,0.27,0.41,0.55,0.48,0.61,0.64,0.55,0.27,0.2,0.34,0.53,0.44,0.65,0.29
novembre.csv,0.11,0.22,0.25,0.23,0.0,0.19,0.2,0.35,0.64,0.19,0.3,0.28,0.11,0.11,0.34,0.19,0.06,0.26
ns-3.csv,0.29,0.31,0.52,0.38,0.09,0.48,0.9,0.61,0.47,0.53,0.28,0.97,0.63,0.97,0.75,1.0,0.82,1.0
nullc.csv,0.72,1.0,1.0,0.99,0.09,0.28,0.5,0.45,0.32,0.04,0.68,0.15,0.59,0.24,0.41,0.12,0.73,0.26
open-beos.csv,0.36,0.42,0.32,0.48,0.18,0.31,0.5,0.54,0.23,0.11,0.26,0.92,0.41,0.95,0.31,1.0,0.45,0.79
planeshift.csv,0.81,0.87,0.89,0.98,0.82,0.52,0.7,0.59,0.76,0.68,0.66,0.77,0.24,0.29,0.66,0.56,0.93,0.76
plee-the-bear.csv,0.29,0.21,0.23,0.05,0.55,0.41,0.45,0.67,0.54,0.06,0.62,0.41,0.54,0.53,0.25,0.44,0.41,0.5
reaper-ecad.csv,0.18,0.27,0.36,0.2,0.0,0.03,0.05,0.09,0.02,0.02,0.11,0.03,0.02,0.05,0.06,0.0,0.18,0.03
sbml.csv,0.45,0.38,0.61,0.62,0.09,0.43,0.82,0.88,0.45,0.87,0.62,0.78,0.7,0.18,0.28,0.88,0.37,0.71
unimrcp.csv,0.4,0.67,0.44,0.61,0.09,0.2,0.6,0.38,0.29,0.23,0.87,0.27,0.5,0.11,0.38,0.19,0.61,0.29
unladen-swallow.csv,0.08,0.19,0.17,0.05,0.09,0.11,0.42,0.29,0.22,0.09,0.13,0.31,0.35,0.13,0.12,0.19,0.23,0.34
