,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.35,0.4,0.26,0.33,0.52
nabu-library.csv,0.41,0.26,0.23,0.22,0.3
pcgen.csv,0.41,0.18,0.4,0.35,0.54
selenium.csv,0.23,0.17,0.23,0.2,0.38
tolven.csv,0.18,0.18,0.29,0.18,0.24
