,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.51,0.98,0.49,0.23,0.35,0.39,0.16,0.46,0.06,0.55,0.57,0.55,0.28,0.56,0.13,0.36,0.72,0.67,0.51
boost.csv,0.36,0.5,0.59,0.39,0.33,0.07,0.64,0.97,0.6,0.56,0.7,0.42,0.14,0.4,0.12,0.91,0.62,0.7,0.32
codepurge.csv,0.6,0.38,0.31,0.56,0.27,0.27,0.22,0.34,0.48,0.59,0.54,0.49,0.96,0.41,0.2,0.13,0.31,0.39,0.36
elateportal.csv,0.0,0.4,0.11,0.53,0.0,0.48,0.47,0.2,0.06,0.32,0.64,0.21,0.27,0.39,0.03,1.0,0.81,0.2,0.39
etics.csv,1.0,0.57,0.51,0.4,0.27,0.25,0.58,0.36,0.42,0.59,0.44,0.48,0.18,0.49,0.2,0.12,0.24,0.3,0.39
factor.csv,0.0,0.0,0.05,0.36,0.0,0.0,0.13,0.26,0.5,0.0,0.0,0.09,0.19,0.0,0.0,0.0,0.55,0.99,0.02
gusanos.csv,0.41,0.58,0.73,0.55,0.35,0.43,0.66,0.46,1.0,0.58,0.7,0.49,0.29,0.56,0.09,0.4,0.68,0.63,0.39
kvs.csv,0.32,0.37,0.24,0.43,1.0,0.13,0.48,0.24,0.74,0.34,0.45,0.36,0.15,0.27,0.0,0.0,0.07,0.23,0.26
lcfizvtop.csv,0.24,0.28,0.34,0.29,0.37,0.95,0.31,0.29,0.19,0.33,0.37,0.39,0.27,0.26,0.0,0.62,0.43,0.51,0.28
mcore3d.csv,0.52,0.61,0.98,0.53,0.38,0.34,0.63,0.57,0.7,0.57,0.58,0.47,0.35,0.48,0.1,0.87,0.67,0.53,0.36
modellus.csv,0.25,0.24,0.53,0.46,0.24,0.11,0.99,0.39,0.46,0.26,0.35,0.38,0.22,0.27,0.0,0.04,0.28,0.09,0.26
modplug.csv,0.37,0.61,0.79,0.49,0.39,0.3,0.7,0.51,0.82,0.6,0.98,0.56,0.28,0.55,0.11,0.95,0.82,0.65,0.38
passwordsafe.csv,0.38,0.43,0.57,0.53,0.25,0.32,0.63,0.42,0.66,0.6,0.56,0.54,0.24,0.94,0.12,0.84,0.61,0.58,0.47
pixel-commandos.csv,0.33,0.25,0.09,0.13,0.0,0.14,0.0,0.22,0.16,0.49,0.17,0.05,0.1,0.13,1.0,0.0,0.07,0.05,0.35
projecteqemu.csv,0.4,0.39,0.48,0.42,0.07,0.24,0.37,0.26,0.51,0.94,0.44,0.32,0.1,0.38,0.17,0.0,0.37,0.47,0.42
pydev.csv,0.48,0.29,0.29,0.37,0.11,0.12,0.41,0.33,0.11,0.46,0.23,0.99,0.07,0.33,0.22,0.12,0.34,0.32,0.38
sandiaportals.csv,0.38,0.57,0.78,0.55,0.25,0.27,0.71,0.58,0.77,0.67,0.77,0.46,0.28,0.64,0.1,0.87,0.99,0.67,0.44
uwom.csv,0.32,0.46,0.57,0.4,0.35,0.27,0.54,0.36,0.64,0.73,0.69,0.47,0.18,0.52,0.13,0.37,0.56,0.51,0.97
xbplayer.csv,0.25,0.23,0.26,0.98,0.11,0.12,0.53,0.15,0.43,0.25,0.37,0.36,0.19,0.24,0.2,0.09,0.29,0.41,0.44
