,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.45,0.04,0.76,0.86,0.63,0.53,0.92,0.73,0.97,0.57,0.67,0.51,0.67,0.54,0.6,0.84,0.69,0.51,0.43
boost.csv,0.73,0.76,0.69,0.8,0.64,0.98,0.5,0.05,0.67,0.83,0.51,0.7,0.84,0.68,0.59,0.84,0.89,0.71,0.8
codepurge.csv,0.36,0.74,0.81,0.47,0.8,0.75,0.87,0.77,0.68,0.52,0.65,0.57,0.04,0.72,0.52,0.93,0.81,0.76,0.62
elateportal.csv,1.0,0.75,0.94,0.73,1.0,0.4,0.72,0.87,0.97,0.79,0.63,0.92,0.61,0.7,0.95,0.0,0.63,0.9,0.6
etics.csv,0.0,0.67,0.69,0.67,0.77,0.76,0.59,0.75,0.74,0.61,0.82,0.65,0.79,0.65,0.36,1.06,0.89,1.0,0.59
factor.csv,1.02,1.0,0.98,0.73,1.0,1.0,0.93,0.83,0.66,1.0,1.0,0.95,0.88,1.0,1.0,1.01,0.62,0.04,0.99
gusanos.csv,0.58,0.61,0.55,0.66,0.75,0.53,0.67,0.67,0.0,0.68,0.73,0.67,0.66,0.59,0.74,0.99,0.47,0.69,0.67
kvs.csv,0.69,0.76,0.87,0.74,0.0,0.91,0.65,0.84,0.59,0.78,0.71,0.74,0.88,0.82,1.01,1.01,0.97,0.88,0.77
lcfizvtop.csv,0.85,0.82,0.81,0.78,0.7,0.09,0.81,0.89,0.9,0.79,0.8,0.69,0.69,0.82,1.04,0.72,0.77,0.66,0.74
mcore3d.csv,0.49,0.65,0.07,0.53,0.64,0.64,0.53,0.59,0.53,0.59,0.82,0.79,0.51,0.63,0.66,0.84,0.73,0.99,0.73
modellus.csv,0.79,0.86,0.63,0.63,0.85,0.92,0.02,0.77,0.7,0.84,0.79,0.7,0.69,0.83,1.01,0.98,0.84,0.95,0.75
modplug.csv,0.96,0.85,0.86,0.73,0.73,0.87,0.74,0.63,0.43,0.87,0.05,0.78,0.79,0.75,0.71,0.83,0.58,0.62,0.9
passwordsafe.csv,0.64,0.73,0.62,0.53,0.76,0.63,0.54,0.67,0.67,0.51,0.61,0.56,0.67,0.09,0.58,0.27,0.57,0.58,0.48
pixel-commandos.csv,0.77,0.85,0.95,0.93,1.0,0.91,1.0,0.87,0.91,0.65,0.91,0.97,0.92,0.93,0.0,1.0,0.96,0.98,0.75
projecteqemu.csv,0.7,0.74,0.68,0.65,0.96,0.82,0.76,0.83,0.67,0.11,0.71,0.77,0.92,0.74,0.75,1.0,0.77,0.68,0.68
pydev.csv,0.56,0.82,0.84,0.71,0.92,0.92,0.73,0.78,0.94,0.66,0.9,0.03,0.94,0.77,0.52,0.95,0.79,0.84,0.71
sandiaportals.csv,1.0,0.68,0.82,0.69,0.8,0.74,0.6,0.79,0.97,0.69,0.66,0.62,0.61,0.44,0.64,0.53,0.02,0.6,0.59
uwom.csv,0.7,0.67,0.65,0.67,0.64,0.7,0.77,0.81,0.69,0.36,0.62,0.69,0.78,0.7,0.6,0.77,0.61,0.77,0.05
xbplayer.csv,0.85,0.86,0.85,0.03,0.92,0.92,0.6,0.91,0.72,0.84,0.77,0.73,0.84,0.85,0.52,0.95,0.83,0.74,0.61
