,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,megameknet.csv,hannosset.csv,v8.csv,ngl.csv,qmmp.csv,qedo.csv
encog-java.csv,0.11,0.96,0.7,0.94,0.87,1.0,0.91,0.97,1.0,1.0
h2database.csv,0.85,0.09,0.97,0.81,0.84,0.77,0.8,0.69,0.97,0.34
hannosset.csv,1.0,0.89,0.97,0.98,0.96,0.0,0.96,0.98,0.98,1.0
jaql.csv,0.5,0.59,0.61,0.04,0.56,0.69,0.67,0.66,0.92,1.05
megameknet.csv,0.49,0.62,0.65,0.69,0.07,0.91,0.71,0.71,0.7,0.79
ngl.csv,0.61,0.47,0.64,0.7,0.45,0.48,0.7,0.02,0.61,0.78
qedo.csv,0.89,0.96,0.95,0.95,0.92,1.0,0.93,0.86,0.81,0.0
qmmp.csv,0.76,0.78,0.71,0.58,0.78,0.66,0.74,0.69,0.08,0.88
raven-monitoring.csv,0.91,0.89,0.06,0.8,0.86,0.74,0.86,0.88,1.02,0.91
v8.csv,0.95,0.92,1.0,0.99,0.99,0.8,0.0,0.98,1.0,0.99
