,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,megameknet.csv,hannosset.csv,v8.csv,ngl.csv,qmmp.csv,qedo.csv
encog-java.csv,0.0,4.0,0.0,0.0,2.0,74.0,0.0,0.0,124.0,260.0
h2database.csv,6.0,0.0,8.0,2.0,3.0,13.0,0.0,0.0,6.0,0.0
hannosset.csv,375.0,1.0,0.0,10.0,1.0,0.0,0.0,2.0,0.0,260.0
jaql.csv,6.0,21.0,1.0,0.0,4.0,4.0,0.0,0.0,8.0,73.0
megameknet.csv,11.0,23.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,12.0
ngl.csv,16.0,15.0,0.0,1.0,0.0,7.0,0.0,0.0,5.0,19.0
qedo.csv,13.0,9.0,1.0,11.0,0.0,74.0,0.0,2.0,1.0,0.0
qmmp.csv,52.0,8.0,1.0,11.0,5.0,6.0,0.0,1.0,0.0,0.0
raven-monitoring.csv,67.0,44.0,0.0,2.0,1.0,5.0,1.0,0.0,5.0,0.0
v8.csv,39.0,35.0,0.0,2.0,5.0,19.0,0.0,0.0,2.0,0.0
