,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,megameknet.csv,hannosset.csv,v8.csv,ngl.csv,qmmp.csv,qedo.csv
encog-java.csv,0.91,0.05,0.55,0.07,0.17,0.0,0.11,0.04,0.0,0.0
h2database.csv,0.19,0.93,0.07,0.23,0.19,0.36,0.38,0.46,0.26,0.74
hannosset.csv,0.0,0.13,0.04,0.02,0.05,1.0,0.05,0.04,0.02,0.0
jaql.csv,0.6,0.56,0.55,0.97,0.63,0.5,0.44,0.58,0.35,0.06
megameknet.csv,0.68,0.48,0.44,0.37,0.94,0.2,0.4,0.42,0.39,0.38
ngl.csv,0.54,0.65,0.47,0.45,0.64,0.75,0.48,0.98,0.55,0.45
qedo.csv,0.13,0.07,0.07,0.07,0.11,0.0,0.09,0.17,0.25,1.0
qmmp.csv,0.6,0.57,0.5,0.63,0.57,0.66,0.52,0.61,0.93,0.44
raven-monitoring.csv,0.17,0.2,0.95,0.28,0.17,0.37,0.26,0.21,0.02,0.11
v8.csv,0.21,0.3,0.0,0.05,0.05,0.56,1.0,0.09,0.0,0.09
