,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv
crisscross.csv,0.49,0.42,0.51,0.45,0.38,0.49,0.48,0.8,0.36,0.36
cubefs.csv,0.93,0.42,0.45,0.58,0.43,0.52,0.49,0.51,0.75,0.44
iaml.csv,0.8,0.85,0.67,0.87,0.8,0.55,0.58,0.93,0.67,0.52
ivataopenportal.csv,0.47,0.42,0.48,0.41,0.35,0.54,0.41,0.42,0.52,0.38
mb-unit.csv,0.49,0.67,0.51,0.46,0.38,0.43,0.46,0.96,0.35,0.34
mvdsv.csv,0.94,0.58,0.0,0.98,0.88,0.5,0.95,0.89,0.75,0.86
nova.csv,0.71,0.55,0.66,0.69,0.6,0.8,0.71,0.59,0.46,0.73
openwbem.csv,0.46,0.73,0.63,0.55,0.46,0.53,0.66,0.41,0.42,0.48
xcmetadataservicestoolkit.csv,0.71,0.47,0.68,0.61,0.4,0.49,0.42,0.94,0.34,0.41
