,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv
crisscross.csv,0.51,0.37,0.47,0.84,0.16,0.62,0.56,0.12,0.03,0.74
cubefs.csv,0.26,0.37,0.3,0.61,0.06,0.63,0.62,0.75,0.0,0.69
iaml.csv,0.32,0.15,0.33,0.35,0.38,0.44,0.72,0.26,0.0,0.58
ivataopenportal.csv,0.52,0.37,0.34,0.84,0.2,0.73,0.65,0.8,0.0,0.75
mb-unit.csv,0.52,0.12,0.29,0.79,0.16,0.68,0.49,0.38,0.04,0.81
mvdsv.csv,0.07,0.25,0.0,0.13,0.86,0.02,0.14,0.16,0.0,0.3
nova.csv,0.38,0.67,0.28,0.45,0.0,0.3,0.54,0.53,0.05,0.44
openwbem.csv,0.56,0.5,0.39,0.68,0.24,0.58,0.4,0.79,0.07,0.66
xcmetadataservicestoolkit.csv,0.46,0.35,0.26,0.66,0.21,0.57,0.67,0.32,0.03,0.86
