,migen.csv,acegisecurity.csv,openxava.csv,motu.csv,irrlicht.csv,truevision.csv,zoolib.csv,emite.csv
acegisecurity.csv,0.62,1.0,0.18,0.39,0.84,0.47,0.18,0.4
emite.csv,0.53,0.44,0.16,0.3,0.79,0.43,0.12,1.0
irrlicht.csv,0.55,0.36,0.15,0.38,0.98,0.39,0.09,1.0
migen.csv,0.97,0.41,0.16,0.53,0.84,0.6,0.19,0.33
motu.csv,0.45,0.28,0.11,0.93,0.79,0.62,0.11,0.67
openxava.csv,0.64,0.28,1.0,0.19,0.82,0.5,0.05,0.44
truevision.csv,0.47,0.34,0.21,0.26,0.89,1.0,0.17,0.46
zoolib.csv,1.0,0.43,0.04,0.25,0.84,1.0,1.0,0.0
