,migen.csv,acegisecurity.csv,openxava.csv,motu.csv,irrlicht.csv,truevision.csv,zoolib.csv,emite.csv
acegisecurity.csv,2.0,0.0,28.0,2.0,0.0,4.0,7.0,2.0
emite.csv,2.0,1.0,4.0,5.0,0.0,18.0,8.0,0.0
irrlicht.csv,0.0,3.0,0.0,0.0,0.0,1.0,15.0,0.0
migen.csv,0.0,3.0,23.0,0.0,0.0,2.0,8.0,1.0
motu.csv,1.0,5.0,32.0,0.0,0.0,4.0,10.0,1.0
openxava.csv,3.0,7.0,0.0,13.0,0.0,0.0,19.0,3.0
truevision.csv,8.0,13.0,6.0,10.0,0.0,0.0,0.0,1.0
zoolib.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,70.0
