,migen.csv,acegisecurity.csv,openxava.csv,motu.csv,irrlicht.csv,truevision.csv,zoolib.csv,emite.csv
acegisecurity.csv,0.47,0.92,0.56,0.54,0.18,0.39,0.35,0.19
emite.csv,0.59,0.6,0.94,1.0,0.68,0.76,0.81,0.94
irrlicht.csv,0.5,0.38,0.56,0.62,1.0,0.97,0.94,0.13
migen.csv,0.97,0.55,0.56,0.69,0.21,0.16,0.35,0.13
motu.csv,0.26,0.22,0.69,1.0,0.42,0.53,0.29,0.19
openxava.csv,0.21,0.72,0.94,0.77,0.13,0.05,0.03,0.9
truevision.csv,0.79,0.68,0.75,0.85,0.29,0.97,0.29,0.55
zoolib.csv,0.06,0.08,0.06,0.08,0.09,0.05,0.87,0.0
