,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,99.0,279.5,387.0,372.0,473.5,96.5,279.5,95.5,195.0,262.5,66.5,834.0,96.5,294.5,99.0,196.0
arsenal-1.csv,155.0,91.5,193.0,96.5,120.5,2240.5,98.5,134.0,91.5,94.5,80.5,210.5,95.5,296.5,97.5,35.0
bnetd.csv,99.0,379.0,482.5,96.5,659.5,194.0,98.5,193.0,293.5,196.5,196.0,1031.0,96.5,198.0,99.0,196.0
cascading.csv,99.0,86.5,482.5,195.0,467.5,96.5,279.5,193.0,293.5,89.5,66.5,831.0,96.5,98.5,99.0,196.0
fm-classic.csv,91.5,373.0,89.5,87.5,223.5,96.5,279.5,95.5,96.5,97.5,71.5,57.0,92.5,294.5,99.0,97.5
free-evolution.csv,97.5,91.5,386.0,285.5,659.5,606.0,186.0,89.5,293.5,97.5,196.0,847.5,197.5,98.5,97.5,267.5
gnome-jabber.csv,99.0,281.5,386.0,96.5,659.5,194.0,98.5,193.0,293.5,196.5,196.0,1226.5,195.5,198.0,98.5,196.0
guineu.csv,97.5,79.5,387.0,187.0,146.0,1163.0,186.0,92.5,190.0,85.5,294.5,175.0,191.5,95.5,97.5,188.0
ipfilter.csv,99.0,283.5,554.0,195.0,659.5,194.0,281.5,193.0,195.0,196.5,294.5,1129.0,197.5,198.0,99.0,196.0
jruby.csv,97.5,82.5,78.5,96.5,659.5,96.5,0.0,95.5,293.5,196.5,196.0,155.0,197.5,98.5,98.5,357.0
l2j.csv,99.0,284.5,386.0,182.0,480.5,194.0,186.0,450.5,195.0,91.5,95.5,844.0,96.5,198.0,95.5,194.0
libmesh.csv,194.0,184.0,271.5,0.0,369.5,96.5,186.0,189.0,89.5,74.5,0.0,471.5,114.0,198.0,87.5,361.0
mvdsv.csv,0.0,0.0,86.5,0.0,180.0,0.0,84.5,159.0,168.0,32.5,66.5,308.0,96.5,28.5,98.5,178.5
stajistics.csv,97.5,91.5,384.0,96.5,659.5,1725.0,98.5,95.5,195.0,196.5,294.5,1125.5,197.5,99.0,99.0,97.5
twostep.csv,99.0,284.5,290.5,195.0,467.5,194.0,279.5,193.0,293.5,97.5,196.0,268.5,96.5,99.0,99.0,196.0
x4x.csv,97.5,89.5,482.5,285.5,273.5,194.0,98.5,595.0,194.0,193.5,196.0,1220.5,98.5,99.0,98.5,196.0
