,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.53,0.62,0.73,0.12,0.58,0.1,0.42,0.53,0.5,0.87,0.5,0.5,0.39,0.94
doomlegacy.csv,0.35,0.55,0.68,0.11,0.55,0.09,0.56,0.39,0.47,0.84,0.42,0.28,0.25,0.95
empserver.csv,0.49,0.5,0.67,0.11,0.7,0.14,0.49,0.4,0.57,0.78,0.44,0.4,0.24,0.95
fritzing.csv,0.55,0.68,0.8,0.07,0.5,0.33,0.39,0.41,0.64,0.84,0.42,0.44,0.39,0.94
ifmo-game-1.csv,0.33,0.5,0.73,0.25,0.46,0.0,0.28,1.0,0.29,1.0,0.0,0.0,0.15,1.0
jparsec.csv,0.33,0.38,0.61,0.09,0.51,0.1,0.28,0.63,0.44,0.69,0.23,0.26,0.21,0.95
lmms.csv,0.46,0.59,0.74,0.08,0.55,0.18,0.29,0.45,0.44,0.82,0.39,0.47,0.3,0.98
lufa-lib.csv,0.64,0.61,0.73,0.02,0.67,0.15,0.33,0.38,0.61,0.78,0.22,0.24,0.43,0.93
pgui.csv,0.36,0.49,0.9,0.08,0.55,0.0,0.46,0.4,0.43,1.0,0.23,0.28,0.25,0.0
pi-qmc.csv,0.48,0.75,0.65,0.08,0.51,0.16,0.27,0.55,0.44,0.76,0.25,0.63,0.29,0.96
repositorium.csv,0.19,0.33,0.59,0.05,0.39,0.26,0.0,0.6,0.31,0.72,0.19,0.27,0.07,0.98
superwaba.csv,0.63,0.63,0.73,0.11,0.54,0.14,0.4,0.44,0.49,0.84,0.48,0.62,0.28,0.96
xapian.csv,0.35,0.49,0.66,0.09,0.63,0.12,0.36,0.35,0.43,0.76,0.51,0.25,0.22,0.95
zemljanka.csv,0.35,0.49,0.62,0.11,0.46,0.1,0.26,0.39,0.33,0.77,0.23,0.26,0.2,1.0
