,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.87,0.7,0.58,0.56,0.44
encog-java.csv,0.43,0.96,0.97,0.75,0.79
h2database.csv,0.47,0.37,0.86,0.46,0.77
jaql.csv,0.59,0.54,0.66,0.45,0.63
raven-monitoring.csv,0.67,0.73,0.49,0.66,0.97
