,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.93,0.77,0.77,0.56,0.75
encog-java.csv,0.66,0.04,0.03,0.26,0.22
h2database.csv,0.64,0.74,0.14,0.7,0.23
jaql.csv,0.86,0.7,0.37,0.65,0.39
raven-monitoring.csv,0.7,0.57,0.6,0.43,0.06
