,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.48,0.74,0.53,0.33,0.45,0.27,0.45,0.59,0.25,0.48,0.24,0.43,0.66,0.38
customwars.csv,0.44,0.71,0.53,0.35,0.46,0.2,0.47,0.52,0.32,0.48,0.31,0.72,0.61,0.7
firebreath.csv,0.44,0.74,0.56,0.33,0.41,0.41,0.61,0.56,0.32,0.53,0.36,0.5,0.64,0.71
gss.csv,0.46,0.79,0.55,0.29,0.37,0.38,0.49,0.58,0.25,0.54,0.19,0.75,0.62,0.82
irplus.csv,0.47,0.69,0.49,0.38,0.37,0.27,0.44,0.49,0.39,0.58,0.36,0.67,0.59,0.54
kwave.csv,0.46,0.86,0.56,0.29,0.37,0.51,0.49,0.51,0.23,0.43,0.16,0.75,0.62,0.75
liferea.csv,0.5,0.6,0.51,0.32,0.56,0.24,0.41,0.52,0.2,0.42,0.25,0.59,0.34,0.52
plearn.csv,0.52,0.66,0.42,0.31,0.35,0.07,0.48,0.43,0.23,0.5,0.33,0.66,0.53,0.36
psrchive.csv,0.5,0.62,0.37,0.59,0.31,0.21,0.47,0.54,0.31,0.32,0.33,0.53,0.53,0.41
qcad2.csv,0.34,0.53,0.39,0.27,0.38,0.35,0.49,0.68,0.19,0.42,0.24,0.66,0.57,0.74
tzod.csv,0.48,0.18,0.6,0.3,0.51,0.35,0.42,0.49,0.11,0.5,0.32,0.61,0.57,0.37
wxcode.csv,0.44,0.43,0.41,0.31,0.37,0.09,0.36,0.59,0.29,0.49,0.5,0.55,0.47,0.41
xinity.csv,0.3,0.42,0.38,0.12,0.35,0.36,0.41,0.32,0.21,0.18,0.08,0.84,0.44,0.6
xmoto.csv,0.47,0.57,0.59,0.37,0.36,0.25,0.55,0.56,0.28,0.43,0.18,0.54,0.68,0.28
