,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.56,0.65,0.63,0.66,0.71,0.35,0.42,0.68,0.46,0.54,0.69,0.36,0.6,0.33
customwars.csv,0.61,0.63,0.55,0.63,0.63,0.28,0.49,0.57,0.55,0.56,0.88,0.39,0.63,0.67
firebreath.csv,0.57,0.65,0.65,0.58,0.6,0.43,0.67,0.7,0.64,0.57,0.61,0.44,0.63,0.67
gss.csv,0.63,0.59,0.59,0.61,0.6,0.6,0.54,0.67,0.27,0.33,0.64,0.3,0.66,0.78
irplus.csv,0.56,0.6,0.54,0.65,0.42,0.41,0.46,0.52,0.7,0.62,0.72,0.48,0.6,0.42
kwave.csv,0.44,0.74,0.55,0.47,0.0,0.65,0.49,0.27,0.48,0.41,0.13,0.46,0.65,0.71
liferea.csv,0.68,0.5,0.52,0.62,0.75,0.35,0.37,0.65,0.28,0.44,0.48,0.54,0.32,0.46
plearn.csv,0.68,0.57,0.41,0.61,0.27,0.07,0.51,0.55,0.52,0.6,0.72,0.56,0.48,0.32
psrchive.csv,0.65,0.53,0.34,0.89,0.52,0.22,0.52,0.66,0.55,0.28,0.82,0.47,0.48,0.34
qcad2.csv,0.38,0.44,0.35,0.55,0.62,0.29,0.49,0.8,0.38,0.44,0.59,0.59,0.54,0.63
tzod.csv,0.65,0.12,0.65,0.6,0.69,0.48,0.46,0.57,0.14,0.52,0.72,0.56,0.54,0.27
wxcode.csv,0.48,0.33,0.31,0.41,0.42,0.07,0.31,0.6,0.33,0.45,0.96,0.49,0.43,0.32
xinity.csv,0.43,0.34,0.42,0.24,0.0,0.48,0.46,0.42,0.33,0.14,0.34,0.82,0.44,0.4
xmoto.csv,0.62,0.48,0.67,0.68,0.21,0.23,0.64,0.63,0.54,0.47,0.63,0.48,0.68,0.2
