,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.27,0.5,0.48,0.48,0.57,0.29,0.17,0.29,0.83,0.36,0.39,0.23,0.11,0.4
customwars.csv,0.54,0.4,0.25,0.39,0.32,0.38,0.28,0.27,0.33,0.43,0.41,0.88,0.39,0.35
firebreath.csv,0.4,0.47,0.4,0.36,0.75,0.12,0.35,0.55,0.72,0.75,0.14,0.38,0.25,0.5
gss.csv,0.66,0.73,0.75,0.61,0.61,0.7,0.4,0.32,0.93,0.91,0.54,0.92,0.59,0.15
irplus.csv,0.31,0.33,0.33,0.32,0.2,0.41,0.29,0.23,0.35,0.27,0.21,0.81,0.32,0.0
kwave.csv,0.86,0.57,0.79,0.84,1.0,0.23,0.24,0.93,0.79,0.84,0.97,0.85,0.64,0.5
liferea.csv,0.57,0.2,0.23,0.45,0.3,0.36,0.18,0.59,0.2,0.3,0.18,0.54,0.27,0.35
plearn.csv,0.4,0.5,0.23,0.47,0.02,0.18,0.34,0.6,0.71,0.52,0.24,0.69,0.18,0.55
psrchive.csv,0.4,0.47,0.17,0.23,0.68,0.18,0.39,0.42,0.34,0.14,0.3,0.46,0.18,0.25
qcad2.csv,0.27,0.23,0.12,0.51,0.57,0.05,0.25,0.31,0.43,0.8,0.3,0.62,0.2,0.7
tzod.csv,0.45,0.1,0.27,0.51,0.3,0.3,0.39,0.36,0.17,0.25,0.25,0.54,0.2,0.05
wxcode.csv,0.23,0.17,0.0,0.17,0.2,0.11,0.14,0.16,0.14,0.14,0.18,0.58,0.2,0.05
xinity.csv,0.68,0.63,0.79,0.45,1.0,0.29,0.47,0.69,0.27,0.14,0.82,0.35,0.77,0.85
xmoto.csv,0.42,0.23,0.33,0.4,0.95,0.09,0.62,0.31,0.41,0.34,0.57,0.62,0.25,0.05
