,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.4,0.79,0.43,0.4,0.44,0.6,0.55,0.94,0.96,0.66,0.73,0.49,0.37,0.45
exordium.csv,0.33,0.8,0.55,0.92,0.58,0.57,0.57,0.41,0.49,0.59,0.79,0.55,0.66,0.61
google-caja.csv,0.3,0.64,0.36,0.3,0.44,0.36,0.41,0.34,0.34,0.41,0.37,0.36,0.34,0.36
hydrogen.csv,0.33,0.0,0.44,0.38,0.0,0.38,0.52,0.33,0.35,0.46,0.4,0.38,0.41,0.39
kmess.csv,0.83,0.8,0.53,0.42,0.53,0.85,0.68,0.93,0.96,0.96,0.88,0.67,0.47,0.51
kvs.csv,0.0,0.0,0.68,0.53,0.83,0.86,0.5,0.43,0.83,0.62,0.79,0.9,0.95,0.67
megameknet.csv,0.35,0.88,0.43,0.39,0.5,0.44,0.51,0.35,0.66,0.51,0.49,0.42,0.36,0.43
ns-3-dev-def-routing.csv,0.33,0.93,0.62,0.91,0.59,0.5,0.66,0.47,0.43,0.63,0.72,0.56,0.51,0.98
open-ms.csv,0.79,0.8,0.42,0.32,0.52,0.53,0.48,0.43,0.56,0.47,0.74,0.5,0.37,0.48
openmsx.csv,0.83,0.65,0.72,0.43,0.44,0.8,0.54,0.61,0.48,0.56,0.73,0.56,0.52,0.59
rezilla.csv,0.36,0.52,0.46,0.36,0.5,0.55,0.55,0.8,0.66,0.62,0.49,0.42,0.37,0.42
sauerbraten.csv,0.41,0.44,0.46,0.38,0.45,0.38,0.52,0.73,0.38,0.49,0.43,0.42,0.41,0.43
webdriver.csv,0.31,0.83,0.58,0.35,0.46,0.48,0.52,0.69,0.64,0.55,0.65,0.47,0.4,0.58
yafdotnet.csv,0.31,0.75,0.39,0.38,0.44,0.41,0.48,0.36,0.45,0.51,0.43,0.36,0.35,0.39
