,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.26,0.43,0.26,0.19,0.09,0.25,0.32,0.23,0.16,0.04,0.36,0.89,0.39,0.95,0.34,0.12,0.0,0.63,0.25,0.16
cornerstone.csv,0.3,0.31,0.26,0.23,0.18,0.57,0.57,0.54,0.37,0.04,0.0,0.54,0.54,0.45,0.25,0.62,0.34,0.68,0.54,0.23
emeraldemu.csv,0.44,0.53,0.23,0.18,0.0,0.39,0.3,0.0,0.11,0.3,0.57,0.3,0.35,0.16,0.19,0.38,0.37,0.24,0.31,0.23
grafx2.csv,0.23,0.34,0.35,0.25,0.18,0.13,0.35,0.23,0.24,0.15,0.32,0.26,0.37,0.03,0.16,0.19,0.23,0.18,0.38,0.36
jahshakafx.csv,0.0,0.17,0.08,0.08,0.0,0.05,0.1,0.09,0.12,0.06,0.13,0.0,0.11,0.05,0.06,0.0,0.2,0.08,0.07,0.02
kindb.csv,0.4,0.37,0.36,0.33,0.18,0.37,0.4,0.28,0.32,0.13,0.43,0.3,0.35,0.13,0.41,0.0,0.28,0.34,0.44,0.36
maya-work-in-progress.csv,0.44,0.44,0.66,0.58,0.64,0.44,0.68,0.51,0.41,0.0,0.89,0.42,0.74,0.79,0.69,0.44,0.66,0.63,0.73,0.48
netatalk.csv,0.14,0.2,0.17,0.13,0.18,0.13,0.32,0.14,0.1,0.04,0.26,0.15,0.07,0.08,0.16,0.0,0.14,0.0,0.19,0.11
novembre.csv,0.17,0.23,0.19,0.2,0.0,0.08,0.0,0.16,0.04,0.0,0.17,0.35,0.04,0.37,0.0,0.06,0.17,0.13,0.18,0.11
ns-3.csv,0.42,0.48,0.66,0.52,0.09,0.01,0.7,0.43,0.34,0.55,0.53,0.65,0.65,0.74,0.25,0.5,0.68,0.5,0.35,0.43
nullc.csv,0.46,0.86,0.93,0.92,0.0,0.73,0.95,0.81,0.89,0.77,0.3,0.81,0.96,0.47,0.75,0.69,0.76,0.97,0.63,0.86
open-beos.csv,0.71,0.46,0.31,0.22,0.27,0.31,0.32,0.41,0.0,0.17,0.81,0.8,0.48,0.95,0.41,0.38,0.35,0.76,0.32,0.18
pixel-commandos.csv,0.0,0.06,0.03,0.04,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
planeshift.csv,0.56,0.69,0.5,0.41,0.55,0.44,0.82,0.6,0.69,0.43,0.47,0.69,0.02,0.21,0.31,0.31,0.69,0.55,0.46,0.68
plee-the-bear.csv,0.34,0.38,0.0,0.01,0.36,0.28,0.15,0.05,0.3,0.49,0.28,0.38,0.39,0.18,0.38,0.5,0.18,0.55,0.19,0.36
reaper-ecad.csv,0.38,0.06,0.22,0.0,0.0,0.41,0.0,0.15,0.13,0.38,0.64,0.01,0.22,0.08,0.25,0.0,0.08,0.05,0.14,0.09
sbml.csv,0.38,0.55,0.43,0.43,0.18,0.47,0.72,0.47,0.36,0.13,0.32,0.43,0.52,0.08,0.0,0.25,0.49,0.55,0.57,0.32
unimrcp.csv,0.18,0.13,0.12,0.08,0.09,0.11,0.28,0.07,0.07,0.02,0.17,0.01,0.07,0.05,0.22,0.06,0.21,0.03,0.16,0.02
unladen-swallow.csv,0.34,0.03,0.4,0.11,0.55,0.47,0.4,0.21,0.21,0.36,0.57,0.55,0.59,0.13,0.72,0.25,0.42,0.5,0.32,0.57
xmoto.csv,0.31,0.31,0.27,0.14,0.27,0.43,0.4,0.36,0.29,0.21,0.51,0.62,0.41,0.82,0.56,0.38,0.56,0.39,0.37,0.0
