,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,3.0,1.0,29.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,14.0,0.0,2.0,1.0,1.0,0.0,7.0,6.0,0.0
cornerstone.csv,4.0,0.0,56.0,19.0,0.0,0.0,2.0,5.0,4.0,1.0,0.0,4.0,1.0,2.0,1.0,4.0,4.0,0.0,32.0,0.0
emeraldemu.csv,29.0,1.0,12.0,9.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,4.0,15.0,1.0
grafx2.csv,1.0,1.0,32.0,9.0,0.0,2.0,0.0,12.0,7.0,4.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,23.0,1.0
jahshakafx.csv,0.0,7.0,25.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0
kindb.csv,34.0,26.0,50.0,3.0,0.0,2.0,2.0,6.0,1.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,3.0,20.0,4.0
maya-work-in-progress.csv,6.0,1.0,141.0,28.0,0.0,1.0,0.0,25.0,6.0,0.0,0.0,4.0,2.0,1.0,3.0,2.0,1.0,0.0,44.0,1.0
netatalk.csv,2.0,10.0,14.0,6.0,0.0,3.0,0.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0
novembre.csv,6.0,12.0,19.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0
ns-3.csv,19.0,173.0,38.0,49.0,0.0,0.0,3.0,1.0,0.0,11.0,3.0,12.0,2.0,2.0,0.0,4.0,10.0,7.0,16.0,1.0
nullc.csv,70.0,3.0,55.0,76.0,0.0,0.0,6.0,3.0,6.0,0.0,0.0,7.0,3.0,2.0,3.0,4.0,8.0,6.0,46.0,1.0
open-beos.csv,90.0,1.0,34.0,3.0,1.0,0.0,3.0,3.0,0.0,2.0,0.0,11.0,1.0,2.0,3.0,2.0,0.0,5.0,14.0,2.0
pixel-commandos.csv,0.0,25.0,11.0,6.0,60.0,0.0,54.0,1.0,339.0,78.0,0.0,100.0,0.0,80.0,0.0,49.0,1.0,51.0,0.0,0.0
planeshift.csv,49.0,330.0,8.0,15.0,1.0,2.0,3.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,23.0,4.0
plee-the-bear.csv,66.0,2.0,0.0,189.0,0.0,0.0,54.0,7.0,11.0,0.0,0.0,9.0,1.0,0.0,1.0,1.0,0.0,7.0,94.0,3.0
reaper-ecad.csv,53.0,2.0,66.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,100.0,4.0,1.0,2.0,49.0,0.0,2.0,94.0,2.0
sbml.csv,2.0,134.0,50.0,11.0,0.0,1.0,3.0,6.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,1.0,2.0,5.0,30.0,2.0
unimrcp.csv,2.0,12.0,9.0,1.0,0.0,0.0,4.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0
unladen-swallow.csv,57.0,0.0,57.0,12.0,1.0,0.0,4.0,5.0,1.0,6.0,3.0,13.0,1.0,1.0,0.0,3.0,1.0,0.0,94.0,1.0
xmoto.csv,7.0,21.0,3.0,11.0,0.0,1.0,2.0,6.0,1.0,1.0,0.0,7.0,0.0,2.0,1.0,0.0,2.0,0.0,19.0,0.0
