,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.0,0.06,0.06,0.0,0.65,0.0,0.0,0.48,0.24,0.05,0.43,0.0,0.17,0.05,0.0,0.11,0.03,0.0
dvd-create.csv,0.22,0.56,0.52,0.0,0.58,0.52,0.9,0.94,0.8,0.82,0.81,0.54,0.73,0.39,0.83,0.67,0.45,0.71
echongl.csv,0.0,0.41,0.34,0.83,0.78,0.24,0.0,0.06,0.07,0.24,0.37,0.15,0.35,0.42,0.11,0.33,0.19,0.0
empserver.csv,0.11,0.74,0.65,1.0,0.77,0.3,0.18,0.65,0.61,0.92,0.66,0.38,0.82,0.64,0.22,0.67,0.36,0.07
gdis.csv,0.28,0.5,0.39,1.0,0.45,0.45,0.21,0.27,0.48,0.55,0.16,0.08,0.73,0.3,0.39,0.5,0.48,0.5
gmerlin.csv,0.94,0.02,0.0,0.0,0.46,0.73,0.61,1.0,0.83,0.03,0.87,0.46,0.3,0.17,1.0,1.0,0.01,1.0
growl-for-windows.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.09,0.0,0.08,0.0,0.0,0.0,0.17,0.28,0.0,0.43
mpgravity.csv,0.67,0.43,0.46,0.22,0.99,0.85,0.87,0.92,0.74,1.0,0.96,0.38,0.67,0.67,0.67,0.72,0.5,0.71
myfaces.csv,0.33,0.12,0.42,0.39,0.17,0.67,0.53,0.04,0.07,0.42,0.06,0.31,0.27,0.13,0.11,0.11,0.09,0.14
nativeclient.csv,0.11,0.39,0.89,0.88,0.47,0.52,0.35,0.23,0.52,0.76,0.64,0.23,0.36,0.53,0.33,0.28,0.26,0.36
passwordsafe.csv,0.33,0.41,0.42,0.29,0.98,0.88,0.64,0.27,0.65,0.95,0.24,0.38,0.56,0.2,0.67,0.5,0.44,0.5
phonon-vlc-mplayer.csv,0.56,0.17,0.58,0.02,0.62,0.42,0.63,0.06,0.37,0.61,0.11,0.38,0.3,0.15,0.67,0.0,0.36,0.57
ppcboot.csv,0.83,0.78,0.79,1.0,1.0,0.91,0.27,0.92,0.96,1.0,0.73,0.69,0.88,0.85,0.44,0.67,0.86,0.93
rtrt-on-gpu.csv,0.83,0.58,0.83,0.37,0.31,0.94,0.82,0.1,0.15,0.16,0.42,0.69,0.24,0.7,0.44,0.44,0.9,0.29
sandiaportals.csv,0.5,0.2,0.36,0.0,0.95,0.39,0.33,0.38,0.63,0.82,0.62,0.23,0.42,0.37,0.17,0.17,0.32,0.57
tktoolkit.csv,0.22,0.61,0.19,0.56,0.44,0.55,0.75,0.77,0.91,0.87,0.55,0.62,0.79,0.31,0.56,0.44,0.53,0.86
ultimairis.csv,0.56,0.17,0.99,0.0,0.88,0.58,0.57,0.02,0.17,0.45,0.21,0.46,0.3,0.23,0.06,0.0,0.27,0.57
wikipediardware.csv,0.44,0.76,0.75,0.76,0.83,0.97,0.64,0.54,0.72,0.97,0.88,0.54,0.83,0.74,0.72,0.33,0.74,0.29
